	S28	S110	S131	S81	S23	S59	S123	S32	S25	S112	S154	S68	S153	S143	S24	S84	S185	S133	S35	S63	S116	S174	S187	S36	S48	S171	S159	S14	S12	S47	S34	S92	S3	S9	S105	S165	S21	S158	S66	S7	S58	S182	S80	S98	S82	S138	S69	S109	S37	S76	S141	S18	S137
S116	1.0594369235270247	2.7857308450085427	0.2369905071343846	2.6381546191826235	0.7431864339520659	1.1473066091148516	1.5578546503514015	1.6298408056470561	1.3748343662834062	0.27942756073528696	1.8254999349779781	2.2389796540685367	0.9459811430511817	2.1905806242315684	1.2828806971435995	1.5704627150708605	1.6150650727242373	1.8803227388426522	1.1091039223210728	2.435487405630129	0.0	2.0678592696858695	0.41900076480625287	2.116440520524339	1.4638648753558017	0.5344060802041166	1.3966261900567494	2.6262677782717687	1.1693392275693244	0.5391383162355677	1.271458039795895	1.7983193157010884	1.5728234815204265	2.856400741751603	2.1745481007170158	1.78423488144311	2.512773337650402	1.97912002253938	1.9800038050051658	0.39773233384890044	2.272811835082009	1.9379598303761012	2.0534899446718464	1.0730958917534315	1.5172636899287566	0.9835552392226699	2.1967810746091714	0.630614096347369	1.467130162446659	0.9709406609710255	0.870152408693697	1.2528866593434365	1.914441390701573
S174	2.534476627172437	2.7004841034878453	2.1580540411794606	2.5937761249229907	1.481973027549096	0.996707051222286	1.3647501786832092	0.8627521095048403	2.092340447733939	1.8887450223405478	0.6226577668031639	0.6667989520374912	2.4256421805686132	2.1874069136983554	1.3305641363832232	0.8185137823040933	0.5709137056343675	0.8815834918882389	3.151052645574129	0.5373545941495151	2.0678592696858695	0.0	1.7339289608782735	1.0125761700721023	2.93925605016644	1.8105185812965712	0.8674524959543833	2.9856221855580105	1.8804403322177856	1.9336097166367494	3.334765274853726	0.48475861142867044	2.0277404398141603	3.931178238626618	4.194816227280944	0.9812734678997266	3.4487579620768702	1.2537836683364687	0.3887807714681828	1.7147858836892016	0.24245178855925847	0.2372051009447713	1.4294712432983758	1.0223956269246905	3.568507951235983	1.1213000265883606	0.9522406740851599	1.6134053931190708	0.6446255603237556	1.3942097235688056	1.3156820214431089	1.3613486615487373	0.5897331199195522
S187	1.2498629066550944	2.5931273542580513	0.48306647878642955	2.443299987833724	0.5798971931567546	0.7681995840892396	1.371972847566534	1.3012972350553569	1.3786838122563447	0.32527761554330026	1.4601331720432404	1.873119190951967	1.1850535397590043	1.9838001458376815	0.9677211926739162	1.2821275974741404	1.2938248460065003	1.5330327594546156	1.4881968647174655	2.1286525405238605	0.41900076480625287	1.7339289608782735	0.0	1.767576200760434	1.5919333937898124	0.5579952209914322	1.0916768768940963	2.5155989392949345	1.1658643865864817	0.391844986209463	1.6532574357339003	1.483340576399045	1.3912881124442498	2.9410644575946594	2.5658268708547496	1.441805784651478	2.556727221495646	1.6468992360856143	1.6275049133247508	0.29702292292152255	1.943334849731319	1.6094985935480295	1.8691718332585463	0.7849259654879435	1.9105774201342633	0.6281859879641694	1.849146518357874	0.4926384184597743	1.1562888102458806	0.6460447701980283	0.5234303837083077	1.0537425605561819	1.6128672120730858
S36	2.9104836242912393	1.723447560227304	2.0941510369625025	1.6245992613750642	1.8434800203899617	1.234324680756568	2.116470337250491	0.5322864050555532	2.691252270743432	2.0408823679557653	0.49260909301022016	0.4406203435075251	2.8045451536441828	1.2699119279266868	0.8868177512332015	1.5733403046699834	1.2984124549140068	0.2558562131382838	3.207866213562061	1.5121325973606332	2.116440520524339	1.0125761700721023	1.767576200760434	0.0	2.4519345497278224	2.1109224573155045	1.4945040977070991	2.0821115971230086	2.4513012364112434	1.7555497079997122	3.322408644621153	1.350081527676469	1.314090199170298	3.1984193084107284	4.262330708278913	0.3332066598669082	2.708989329306008	0.3179156891322123	0.628805440345189	1.8945136453055005	1.1956076978954362	1.1713651074536369	2.3385577282223116	1.4155743294651297	3.5367736396867957	1.222639740047926	0.1282465170304127	1.925170458615381	1.2556132102107178	1.1623489889611727	1.2549415926642635	1.9746557544295031	1.5158705219749355
S48	2.4081141001972917	2.0628471628343688	1.2370832370290437	1.9426236767591218	2.1030037281011507	2.165625391913365	2.93658897701238	2.156126497605077	2.837385691762381	1.7133735444257958	2.45554810852742	2.79007155487636	2.301914458202256	1.6817292773827899	1.6630437950566352	2.772566048720406	2.693967754225553	2.3190140103248997	1.7339925168776458	3.429102150924674	1.4638648753558017	2.93925605016644	1.5919333937898124	2.4519345497278224	0.0	1.9855628279079027	2.583358446368099	1.62492245550615	2.628284790344094	1.230074992889144	1.6229986389051845	2.8763733773932065	1.1979322470128861	1.4268811977623284	2.4636300477172144	2.183760108752121	1.1687117145068306	2.1700402467131625	2.6809315738640507	1.7709510893195626	3.1800983499976656	2.9126621959105155	3.4156650460044005	2.2113431850280483	1.6939338915749895	1.9343389053460254	2.5633048885678984	2.0276249291616373	2.5281446678194848	1.5802708841342723	1.702739781685314	2.626892578396676	3.0416389717934207
S171	0.821866143047949	3.089065829719101	0.7623237204929209	2.9424408311657193	0.33038669278969984	0.9594629478796973	1.0484812593357455	1.6047574188779565	0.8824976988928889	0.2985609780964541	1.723569542158338	2.126153097470873	0.7008054520201571	2.4736063475308963	1.4114418457879112	1.169856995727622	1.2883373803410956	1.8589274389413895	1.3878298543955037	2.0896816951180583	0.5344060802041166	1.8105185812965712	0.5579952209914322	2.1109224573155045	1.9855628279079027	0.0	1.0272482043898836	3.0129369765963174	0.6489462755324226	0.9130731455444598	1.6140890786692665	1.4527714616625658	1.9002039373140498	3.3553903560454814	2.4128790033585137	1.7950993077169064	2.987561598640254	2.051095818952383	1.8201762326804072	0.2814120234121391	1.9811116197555425	1.6379614086525984	1.5402337436756046	0.7949817081662189	1.8662727960729097	0.890220379432893	2.1679180899050556	0.21844918762456964	1.1682804245882774	1.0994063580143305	0.9114165792080562	0.7614938228130498	1.531504273045171
S159	1.6843155813792505	2.959130954101312	1.542943927125517	2.825231536656384	0.7048062961243695	0.48685287357654455	0.6260013748512964	1.0884322355608675	1.2556068172150257	1.1592154548777336	1.0074561926832448	1.3251746260009305	1.6128972454366624	2.3630091278415604	1.2411427865927296	0.1982214379745411	0.2973504618550885	1.2650029678942076	2.4050031253454027	1.1034291696079304	1.3966261900567494	0.8674524959543833	1.0916768768940963	1.4945040977070991	2.583358446368099	1.0272482043898836	0.0	3.089930551026062	1.0525346325331182	1.4116626071999947	2.620941619878762	0.44625855354707245	1.9707250885126697	3.8019634901843116	3.4395608755427194	1.2751458067354438	3.3583345019781623	1.5849459064794016	0.9976398309854096	1.0027604610549825	0.9990432774715193	0.6568653678600511	0.9616571088616827	0.3997108194871657	2.8746787152570747	0.6771896381030515	1.505836974194278	0.8277720961803984	0.296945853077577	1.0935588909754577	0.9079470247074907	0.5111616689881605	0.5325976984303804
S14	3.6804227434281493	0.6129950600402888	2.433340352851744	0.5889508957152895	2.9539503221117673	2.6436400398766042	3.6468478869128944	2.144483859602582	3.8727186900684574	2.7759304989522446	2.402774964290702	2.522214908125648	3.557437525265086	0.813516323566699	1.8523976271006573	3.2502663140378614	3.0435937335429903	2.125506333120322	3.2842570158655886	3.5114285771863383	2.6262677782717687	2.9856221855580105	2.5155989392949345	2.0821115971230086	1.62492245550615	3.0129369765963174	3.089930551026062	0.0	3.6204880589857757	2.180170153696293	3.2189649046961715	3.17696541198552	1.1524075893039138	1.3568401231945453	4.08536887453312	2.0208126055256797	0.9544835371154073	1.789521314380826	2.6165610737402276	2.737830115047044	3.206424589692968	3.083067593409924	4.034112730637786	2.7856062001760225	3.309186465577864	2.452690188734489	2.1783611566425294	2.945851886576683	2.9103620506721066	2.0522236403285565	2.26405903128095	3.3810193732811054	3.3640601917355646
S12	0.7780844578976766	3.6472438648491172	1.4023857482738376	3.503294736666371	0.6816439815739013	1.2590302927349255	0.6806350921944423	1.9641191554259982	0.30644258813777	0.9368585694485808	1.9961393181408926	2.353574116183829	0.7099938539340942	3.0282425709203875	1.9107536736304978	1.096289073042219	1.326802838626593	2.201015007729543	1.7528233506839217	1.9940823190350392	1.1693392275693244	1.8804403322177856	1.1658643865864817	2.4513012364112434	2.628284790344094	0.6489462755324226	1.0525346325331182	3.6204880589857757	0.0	1.5454520261847415	2.0174700579690072	1.4302706908765774	2.4926128040550033	3.9946091250198488	2.651892976148677	2.1719896587460843	3.6239955781559043	2.4650205888858467	2.017347077376955	0.9054491402993325	1.9837654657048354	1.664348151308454	1.088972101670573	1.0403210927077806	2.259068870419517	1.3004703020539707	2.4817548767554936	0.6880283640832219	1.2751339724340671	1.6283033937427924	1.4149472204284383	0.5712235145857117	1.4281889815617663
S47	1.5274095172980813	2.3117726586520138	0.40561216786010196	2.161073487486946	0.9581527289524286	1.0082943812847993	1.7542477871628128	1.337396135075237	1.753922080701333	0.6349780366174611	1.5482697648358046	1.9483332446991497	1.4620344600388884	1.7214747312392555	0.8810189099792307	1.6073420183258378	1.570082483292111	1.547251610146903	1.4910055903686752	2.380442088176312	0.5391383162355677	1.9336097166367494	0.391844986209463	1.7555497079997122	1.230074992889144	0.9130731455444598	1.4116626071999947	2.180170153696293	1.5454520261847415	0.0	1.594828056399832	1.7607184434052643	1.0952102562188926	2.570719130414957	2.5483432576516556	1.4323786096180116	2.1929613971496003	1.570532168515102	1.754892275539071	0.6526122584542658	2.160322257666369	1.8474118933813863	2.2446891344127735	1.0818181702675247	1.8326195801596743	0.8231158605180604	1.8547481375557493	0.8792589901861404	1.4238534868857387	0.6081294048361748	0.6215855202958552	1.4377488532533305	1.909765057939933
S34	1.3968821845522528	3.572316544792962	1.2345309552177963	3.434849160591688	1.9258132943489223	2.4087736281542025	2.615024453085916	2.8590225299409675	2.094090619568251	1.4701331647459144	3.0810791281051557	3.4921232645676517	1.3678949589529756	3.067099582262182	2.444574562198149	2.7782461754152727	2.863816832883481	3.1022668288777018	0.28391354628854965	3.6766073609374064	1.271458039795895	3.334765274853726	1.6532574357339003	3.322408644621153	1.6229986389051845	1.6140890786692665	2.620941619878762	3.2189649046961715	2.0174700579690072	1.594828056399832	0.0	3.040711967655689	2.4481266823873775	2.8874608293810584	0.9615077176148472	2.9921438456070386	2.7385965880644245	3.1360315306049134	3.2461691871229394	1.6327460740947732	3.5345148021348773	3.1973268584619277	3.087428875142776	2.326752351479919	0.30212781147400025	2.2524123664997235	3.413573775263513	1.7965085098644806	2.7222185257006877	2.166140024276028	2.1157866480996996	2.348963898076087	3.1370135279986515
S92	2.1120595477831667	2.966765131758651	1.928422318696132	2.845336537815083	1.1249162663302157	0.773833370003482	0.8820534117720417	1.0486565638873366	1.6228678808904955	1.579720824068994	0.8715748617476065	1.0723749603758168	2.023778032478812	2.4047681358302793	1.3774878513394393	0.3438676840254444	0.191063150665893	1.1596251941127977	2.8320633738716277	0.6622897651644369	1.7983193157010884	0.48475861142867044	1.483340576399045	1.350081527676469	2.8763733773932065	1.4527714616625658	0.44625855354707245	3.17696541198552	1.4302706908765774	1.7607184434052643	3.040711967655689	0.0	2.1191088441725934	4.002963404000917	3.862868760616433	1.2168833324178188	3.5382427035298285	1.5240266757699756	0.7495603693415644	1.4131639785055385	0.5646906620820735	0.24866891600415278	0.9927030648863104	0.7317599231317556	3.285910886243168	0.9522498470718056	1.3244587876490705	1.2584347204617254	0.3555931461821631	1.3273278966258424	1.183375095737271	0.9003033848813607	0.187212856662572
S3	2.607882809196887	1.218033938648424	1.4115485571146975	1.0684050138180716	1.8195818981274408	1.5104461590730895	2.510045583506104	1.171405277974077	2.738709713775886	1.6744434568187119	1.4497542507426142	1.704263112553824	2.499682605148126	0.6401758993069271	0.7446810416030675	2.1435538105691214	1.964592118182163	1.2410011906225427	2.4314475045528856	2.560278777123582	1.5728234815204265	2.0277404398141603	1.3912881124442498	1.314090199170298	1.1979322470128861	1.9002039373140498	1.9707250885126697	1.1524075893039138	2.4926128040550033	1.0952102562188926	2.4481266823873775	2.1191088441725934	0.0	1.9732441142361923	3.3927273547714645	1.1074483296816067	1.5067863334849814	1.0084185223385587	1.6911137131336946	1.6201733521330202	2.2658763186658897	2.0712348670529934	2.91948150128832	1.661557119503858	2.6138297654454177	1.3162780442227295	1.431286749797376	1.8122177460586462	1.8251572353206913	0.9053057822386693	1.1193530323548895	2.236267311334268	2.3046264222752395
S9	3.8215414440110935	1.9652700148396702	2.6377061433243996	1.938623014275009	3.425783832748004	3.366401957368612	4.238519979294145	3.078653557499094	4.227007879926037	3.096929555318182	3.391590509742099	3.61589141447182	3.687704722324022	2.010362284490519	2.674085378209455	3.980401251755098	3.8404744644341133	3.160710037419839	3.060975780593472	4.445573509033178	2.856400741751603	3.931178238626618	2.9410644575946594	3.1984193084107284	1.4268811977623284	3.3553903560454814	3.8019634901843116	1.3568401231945453	3.9946091250198488	2.570719130414957	2.8874608293810584	4.002963404000917	1.9732441142361923	0.0	3.5391975814110066	3.036119714026396	0.4941760587070737	2.895747179896306	3.610047075208217	3.1245080209518266	4.168217755302814	3.9733029240440407	4.683541841229764	3.43056127593738	2.857848641353861	3.1292794151364127	3.300821823267676	3.376868599444145	3.675721075145121	2.7321267902540454	2.9037897675971744	3.9426474324190024	4.18317402521003
S105	1.9472075397959154	4.482609107121784	2.174880799083159	4.35057061499894	2.7403450552438864	3.295528598400931	3.313382171290576	3.7825116445313522	2.6594486606154306	2.3370256554347564	3.998547658644186	4.4111594013937605	1.9456681346141202	3.9997770495333467	3.3924370982575174	3.574629796487939	3.698230347203062	4.035442530888969	1.080516307328504	4.484543758330109	2.1745481007170158	4.194816227280944	2.5658268708547496	4.262330708278913	2.4636300477172144	2.4128790033585137	3.4395608755427194	4.08536887453312	2.651892976148677	2.5483432576516556	0.9615077176148472	3.862868760616433	3.3927273547714645	3.5391975814110066	0.0	3.9301382722962903	3.484100996682351	4.085870476439988	4.144879426822816	2.4971435020945822	4.378433101321593	4.040291684779682	3.7373306215643085	3.1765021590812483	0.7869129123996862	3.1545724390343084	4.348293122419011	2.6173044396969765	3.565472555360754	3.1076943574040374	3.0397016573001343	3.0932770968471806	3.935440384107971
S165	2.5987265581878867	1.754903773139536	1.7631760607322076	1.636835571344392	1.541140500228104	0.9591297764215194	1.8990407737673365	0.24715872535525837	2.4190360982140833	1.7149501565996779	0.38286814784837103	0.6090620891005454	2.488564978952044	1.2182184661357358	0.5697232955438881	1.3834279072087345	1.1245299203045547	0.1374610176932206	2.8759026216731463	1.5153312010307132	1.78423488144311	0.9812734678997266	1.441805784651478	0.3332066598669082	2.183760108752121	1.7950993077169064	1.2751458067354438	2.0208126055256797	2.1719896587460843	1.4323786096180116	2.9921438456070386	1.2168833324178188	1.1074483296816067	3.036119714026396	3.9301382722962903	0.0	2.5501492505171095	0.31966415128497483	0.6073090605472385	1.5706715837973155	1.203565661592494	1.0856982242343147	2.1746163982308966	1.1364351911385653	3.2076212527172685	0.9106668916322237	0.42354356335917875	1.61607978103857	1.0457737155259665	0.8332557717126317	0.9263203144731952	1.7252868859370258	1.3979352246306036
S21	3.522967588974132	1.5517981796073244	2.2999836082170897	1.5084953983012348	3.026306454491854	2.923362467127039	3.820597144786083	2.5953645127067895	3.868274623626699	2.7357422285696527	2.9085924695416283	3.12617382014069	3.3802863207502574	1.5348483575881604	2.208493347266932	3.53297652828582	3.380439582308171	2.6729905853388987	2.8741133211967522	3.964290763468039	2.512773337650402	3.4487579620768702	2.556727221495646	2.708989329306008	1.1687117145068306	2.987561598640254	3.3583345019781623	0.9544835371154073	3.6239955781559043	2.1929613971496003	2.7385965880644245	3.5382427035298285	1.5067863334849814	0.4941760587070737	3.484100996682351	2.5501492505171095	0.0	2.4091214336619036	3.1239678139335787	2.743865431055719	3.684449975278785	3.498560412344494	4.252751100933943	2.9926087009224815	2.7504632951524592	2.687344431587942	2.8098283021833512	2.9895431878551895	3.2179032009781494	2.288555000761816	2.4672633290378543	3.5313669381806916	3.7201593589385586
S158	2.848159012251468	1.4709174442135535	1.9247521816705881	1.358921181157604	1.8182955337666582	1.240905007638358	2.209543471425089	0.5531655899695539	2.7098286800745397	1.9392328690090013	0.661933333000936	0.7451423888904393	2.7437430262356397	0.9763045628102297	0.6998085248321952	1.6962460016572574	1.4372344974695979	0.37626345677474216	3.0421638792786934	1.7762305921260797	1.97912002253938	1.2537836683364687	1.6468992360856143	0.3179156891322123	2.1700402467131625	2.051095818952383	1.5849459064794016	1.789521314380826	2.4650205888858467	1.570532168515102	3.1360315306049134	1.5240266757699756	1.0084185223385587	2.895747179896306	4.085870476439988	0.31966415128497483	2.4091214336619036	0.0	0.8663162564761266	1.809116590538178	1.4593552241069707	1.3798804159788642	2.48841873060804	1.4378290762135668	3.342738183159165	1.179003219195764	0.43936259517759507	1.8799060966093257	1.3636653469452817	1.0113176092385174	1.1509949215407675	2.0267801957521243	1.7018775330893696
S66	2.5926319456416227	2.318656121871369	2.0291188891332546	2.2116381129188554	1.5072947633556124	0.9281691380760099	1.5845382403387345	0.538924324241765	2.2461429649126323	1.8368599730486546	0.2659975209790473	0.35603215264162086	2.4843726841972624	1.8118308233039446	1.035086242698724	1.0235890706776944	0.7423592738012108	0.49784010931861516	3.0867073046072857	0.9129937415669432	1.9800038050051658	0.3887807714681828	1.6275049133247508	0.628805440345189	2.6809315738640507	1.8201762326804072	0.9976398309854096	2.6165610737402276	2.017347077376955	1.754892275539071	3.2461691871229394	0.7495603693415644	1.6911137131336946	3.610047075208217	4.144879426822816	0.6073090605472385	3.1239678139335787	0.8663162564761266	0.0	1.6685351757562292	0.5977347097626481	0.5477154755664752	1.7409413347869738	1.0358444289295685	3.475704058268951	1.0031960956116683	0.582112609034419	1.6208735320686096	0.7458637231052241	1.1698284880232712	1.148207834071789	1.5064285576059315	0.903309185467399
S7	1.0575220236491163	2.8116753554557716	0.5814768927529421	2.6644161235212445	0.3548020022576236	0.8069904659142422	1.183023174643974	1.3940884281276267	1.1426003757157024	0.18097098848695925	1.5415678176472205	1.9528162554891906	0.9465350098850686	2.1970306662691708	1.1492378885470649	1.1740257494250068	1.2327658958863745	1.6467168187764774	1.4387450723551496	2.0566996837444194	0.39773233384890044	1.7147858836892016	0.29702292292152255	1.8945136453055005	1.7709510893195626	0.2814120234121391	1.0027604610549825	2.737830115047044	0.9054491402993325	0.6526122584542658	1.6327460740947732	1.4131639785055385	1.6201733521330202	3.1245080209518266	2.4971435020945822	1.5706715837973155	2.743865431055719	1.809116590538178	1.6685351757562292	0.0	1.9081868401856938	1.5674604751718049	1.6777176497379347	0.7002060641100166	1.8838827067132735	0.6862357716527693	1.9612047437168276	0.2578949841109548	1.0936772073038872	0.8317646975463348	0.6589291757257407	0.874410471977346	1.5221804241951322
S58	2.671354511441907	2.900072330606107	2.3744143823839186	2.798413852572269	1.6510723771394733	1.199533276859386	1.4160481811768026	1.0991721705449753	2.1775166486831434	2.0812693177455395	0.8437387531080349	0.8039301849814241	2.5679300146308255	2.4044251730210218	1.5716275439158907	0.9068228905518115	0.707389341236971	1.0948557502867113	3.342063799172008	0.3193308638565958	2.272811835082009	0.24245178855925847	1.943334849731319	1.1956076978954362	3.1800983499976656	1.9811116197555425	0.9990432774715193	3.206424589692968	1.9837654657048354	2.160322257666369	3.5345148021348773	0.5646906620820735	2.2658763186658897	4.168217755302814	4.378433101321593	1.203565661592494	3.684449975278785	1.4593552241069707	0.5977347097626481	1.9081868401856938	0.0	0.3474535631832014	1.3942225452074357	1.2096311203059384	3.7700369425468905	1.3426167486388758	1.1205042921823358	1.786103099823975	0.8171620971593744	1.6316996553025378	1.5453943326444142	1.4642185268618073	0.5953483150193564
S182	2.3326697916158823	2.833511546763891	2.0473602881161983	2.719136679413459	1.307603967426607	0.8711349182930956	1.1301470399537228	0.93926851380167	1.8662696332551034	1.738870387450723	0.7226636133943749	0.8570702014001673	2.2344030790904474	2.2945569633491076	1.3443021414477012	0.5876097653000438	0.36174431176669175	1.0068803742309735	3.001062639227213	0.5397395006040985	1.9379598303761012	0.2372051009447713	1.6094985935480295	1.1713651074536369	2.9126621959105155	1.6379614086525984	0.6568653678600511	3.083067593409924	1.664348151308454	1.8474118933813863	3.1973268584619277	0.24866891600415278	2.0712348670529934	3.9733029240440407	4.040291684779682	1.0856982242343147	3.498560412344494	1.3798804159788642	0.5477154755664752	1.5674604751718049	0.3474535631832014	0.0	1.208071948141956	0.8708655671259099	3.437390363053449	1.0261340410963002	1.1294976119563354	1.440573987875373	0.47614425449367953	1.3530580291396568	1.2420160258345871	1.1383020558883588	0.3637010882636894
S80	1.8386635476062365	3.895760162897226	2.2583615160232284	3.766371511638594	1.3261941305264362	1.439865563983414	0.511897136929647	1.983239675057206	1.1330811273399444	1.7929433763584615	1.8524487076860368	2.0574222822996258	1.793247093351049	3.3061356180359263	2.1958672067829013	0.8038787043253307	1.05126382616562	2.135144762738516	2.8296276189423955	1.2504477259714837	2.0534899446718464	1.4294712432983758	1.8691718332585463	2.3385577282223116	3.4156650460044005	1.5402337436756046	0.9616571088616827	4.034112730637786	1.088972101670573	2.2446891344127735	3.087428875142776	0.9927030648863104	2.91948150128832	4.683541841229764	3.7373306215643085	2.1746163982308966	4.252751100933943	2.48841873060804	1.7409413347869738	1.6777176497379347	1.3942225452074357	1.208071948141956	0.0	1.269502219686602	3.3306370994967534	1.6104082869685616	2.3167059183877647	1.431780296236697	1.144534920046928	2.031924259839027	1.829318163825545	0.8290013544194411	0.8488485270649762
S98	1.5673265374804197	2.7095138193996497	1.2037977383820682	2.572120394835768	0.47477248221537455	0.34513656569529766	0.8689342642186245	0.9249807666531438	1.299315031714876	0.8758274472241221	0.9780627813070225	1.3599650434017097	1.4488227850059803	2.099026252795664	0.9687611407547698	0.569646048874892	0.5510201685812001	1.1631989826823108	2.1327898710134767	1.3632350914852873	1.0730958917534315	1.0223956269246905	0.7849259654879435	1.4155743294651297	2.2113431850280483	0.7949817081662189	0.3997108194871657	2.7856062001760225	1.0403210927077806	1.0818181702675247	2.326752351479919	0.7317599231317556	1.661557119503858	3.43056127593738	3.1765021590812483	1.1364351911385653	2.9926087009224815	1.4378290762135668	1.0358444289295685	0.7002060641100166	1.2096311203059384	0.8708655671259099	1.269502219686602	0.0	2.567575157911991	0.36303213091329956	1.4486265920689567	0.6025795135698613	0.39569576693104835	0.7759553888444302	0.5733929507368245	0.6442264937505179	0.8636000835212465
S82	1.6455968823132132	3.6972092038657824	1.4713580390160037	3.5651898120265537	2.175279727915062	2.663535576095328	2.8680456631885716	3.073520861334174	2.3405454031390933	1.7296683333899472	3.312193992351978	3.7204064223608366	1.589528709693511	3.2152680993611265	2.6591990232555727	3.0295784731768367	3.1103657421454023	3.319740778914313	0.5538181506664509	3.9112781088632853	1.5172636899287566	3.568507951235983	1.9105774201342633	3.5367736396867957	1.6939338915749895	1.8662727960729097	2.8746787152570747	3.309186465577864	2.259068870419517	1.8326195801596743	0.30212781147400025	3.285910886243168	2.6138297654454177	2.857848641353861	0.7869129123996862	3.2076212527172685	2.7504632951524592	3.342738183159165	3.475704058268951	1.8838827067132735	3.7700369425468905	3.437390363053449	3.3306370994967534	2.567575157911991	0.0	2.4933343730047692	3.627548208557259	2.0535015342942433	2.962599517368465	2.392405896219504	2.3506265978651646	2.6080369068083438	3.383745445792143
S138	1.6897673010070755	2.3880327684949574	1.0465626647539998	2.2466567268881525	0.6412534504230802	0.2677962167086078	1.1956431239768028	0.7337516526286252	1.549730143071965	0.8444769518756627	0.8565778100302015	1.2693693682928375	1.588317646190837	1.7738965189282687	0.62949179494603	0.863574890293378	0.7651506124946768	0.9728512328875867	2.0881113498947896	1.5577268143746759	0.9835552392226699	1.1213000265883606	0.6281859879641694	1.222639740047926	1.9343389053460254	0.890220379432893	0.6771896381030515	2.452690188734489	1.3004703020539707	0.8231158605180604	2.2524123664997235	0.9522498470718056	1.3162780442227295	3.1292794151364127	3.1545724390343084	0.9106668916322237	2.687344431587942	1.179003219195764	1.0031960956116683	0.6862357716527693	1.3426167486388758	1.0261340410963002	1.6104082869685616	0.36303213091329956	2.4933343730047692	0.0	1.2836742581271041	0.705647411566058	0.61366278941394	0.4218926665046615	0.23538941214769352	0.938071228563775	1.1145350006062298
S69	2.968345878191368	1.8040445648838628	2.1841627808863833	1.7115669229089434	1.8905541639528347	1.283854388187337	2.1211093427691603	0.5836163725801676	2.721809818195112	2.113031159705477	0.5019378247495138	0.3564788290951125	2.857534475685475	1.3693739367655156	0.9901749094283007	1.5694562913929337	1.2901034238594833	0.3170328414875948	3.2941950030735367	1.4332667366704823	2.1967810746091714	0.9522406740851599	1.849146518357874	0.1282465170304127	2.5633048885678984	2.1679180899050556	1.505836974194278	2.1783611566425294	2.4817548767554936	1.8547481375557493	3.413573775263513	1.3244587876490705	1.431286749797376	3.300821823267676	4.348293122419011	0.42354356335917875	2.8098283021833512	0.43936259517759507	0.582112609034419	1.9612047437168276	1.1205042921823358	1.1294976119563354	2.3167059183877647	1.4486265920689567	3.627548208557259	1.2836742581271041	0.0	1.9800441973829275	1.2579592357961842	1.2548767449367244	1.3333125746182093	1.996979902174599	1.4831487764731657
S109	0.9905290521268206	2.9827512725596113	0.8295864237317773	2.8363661358214345	0.1549263980461531	0.7474420115973655	0.931654783443872	1.428551396844785	0.9280690934223427	0.3659113552188882	1.5247049749702328	1.9248994439608873	0.900548865492488	2.364553453971225	1.2649510265469142	0.9831016659261029	1.0887178367415613	1.6739866261687424	1.5773105617319296	1.9057572334162678	0.630614096347369	1.6134053931190708	0.4926384184597743	1.925170458615381	2.0276249291616373	0.21844918762456964	0.8277720961803984	2.945851886576683	0.6880283640832219	0.8792589901861404	1.7965085098644806	1.2584347204617254	1.8122177460586462	3.376868599444145	2.6173044396969765	1.61607978103857	2.9895431878551895	1.8799060966093257	1.6208735320686096	0.2578949841109548	1.786103099823975	1.440573987875373	1.431780296236697	0.6025795135698613	2.0535015342942433	0.705647411566058	1.9800441973829275	0.0	0.9725036815382799	0.9626473140458495	0.7604619478029977	0.6231707650240063	1.345120723163485
S37	1.8953544582206083	2.7517448444406982	1.5880781886599469	2.6234770874643543	0.8386790331930857	0.48221358557939337	0.8792472547704049	0.8436803941257754	1.507653393998833	1.2666877195562276	0.7748789641817653	1.0907884825566938	1.7870368310062834	2.1657914318442417	1.0882547409132453	0.3653389984591681	0.1855982338402759	1.0249861710781791	2.525670089576558	0.9741927369832353	1.467130162446659	0.6446255603237556	1.1562888102458806	1.2556132102107178	2.5281446678194848	1.1682804245882774	0.296945853077577	2.9103620506721066	1.2751339724340671	1.4238534868857387	2.7222185257006877	0.3555931461821631	1.8251572353206913	3.675721075145121	3.565472555360754	1.0457737155259665	3.2179032009781494	1.3636653469452817	0.7458637231052241	1.0936772073038872	0.8171620971593744	0.47614425449367953	1.144534920046928	0.39569576693104835	2.962599517368465	0.61366278941394	1.2579592357961842	0.9725036815382799	0.0	1.0009147103426825	0.8443529583620694	0.7783353444211938	0.5164411890659009
S76	1.8757504020425522	2.029889653890634	0.9341269216326246	1.8838201604459681	0.9482206076077584	0.635675896611791	1.6067430861010537	0.7301380585608167	1.8742868622795816	0.9412435623665063	0.9555495445696535	1.3507719858835112	1.775397604196575	1.4124169296431652	0.32293304639316295	1.2785628268666565	1.148966546904203	0.9435739703597823	2.0479043852095486	1.8844064646762766	0.9709406609710255	1.3942097235688056	0.6460447701980283	1.1623489889611727	1.5802708841342723	1.0994063580143305	1.0935588909754577	2.0522236403285565	1.6283033937427924	0.6081294048361748	2.166140024276028	1.3273278966258424	0.9053057822386693	2.7321267902540454	3.1076943574040374	0.8332557717126317	2.288555000761816	1.0113176092385174	1.1698284880232712	0.8317646975463348	1.6316996553025378	1.3530580291396568	2.031924259839027	0.7759553888444302	2.392405896219504	0.4218926665046615	1.2548767449367244	0.9626473140458495	1.0009147103426825	0.0	0.2187557719038835	1.331463052280384	1.5014311322124343
