	S110	S81	S13	S193	S194	S93	S169	S57	S73	S32	S68	S139	S196	S15	S170	S143	S195	S133	S45	S88	S53	S148	S174	S22	S186	S75	S67	S43	S30	S36	S99	S136	S111	S179	S106	S176	S29	S124	S40	S151	S3	S62	S20	S42	S9	S39	S165	S31	S87	S158	S66	S102	S145	S77	S184	S183	S101	S175	S69	S74	S10	S129
S53	2.8785547476663917	3.4309411309651354	2.309250213421524	3.125592652050869	2.162508446820971	1.9218266433521656	3.2261481290807343	2.9908356801385794	1.7661320029116623	3.0968895946032653	3.464701572861191	0.5781351376462123	2.0912479694558725	2.416006853415336	2.695208962372503	3.0954644249955763	1.7969435787977799	3.018939428915744	2.327108572261446	2.361937711923385	0.0	2.6011332348779286	3.235511193386656	3.088405375455378	1.5720844629895814	2.982334225353351	2.5238937221078186	3.241139012197166	3.1250230117576483	3.2110631400283127	1.217567311692901	1.134750776617095	1.458822133728047	0.8366707778739996	1.113875084697163	1.7899157526467098	3.144014577005116	1.592209934216295	1.6529803982070745	2.2739483050506157	2.8312126491469303	2.5375578458451002	0.742969674956372	0.8482399655189538	3.9532288281245545	2.4295580885534886	2.7224421409969666	3.529041977089828	3.290782442455974	2.9327604840742136	3.2557103362170796	1.6772575563616232	2.59573036608296	3.068337621004445	2.64159002072007	0.6195962105942827	1.8866411683218698	2.5874746454896917	3.496204373742602	2.8100897060479966	2.6417959478144124	1.0817699699866712
S148	2.4735541405217036	2.7534619985432864	1.601480234079888	2.3992435047696694	0.7896903281624305	0.9459528437856523	0.6367754876863255	1.1307998284744432	0.8544962704756618	1.2208645726369307	1.1780136436703512	2.143744042412002	1.1327935276959331	2.3803682992896937	0.5230634532062071	2.382660429471438	0.9622455743990354	1.0582162726951536	1.2044017410257084	2.2809475743111647	2.6011332348779286	0.0	0.6462476660986985	0.5999196552347893	1.3561129347516052	1.1804092951219962	0.42954209358408196	2.5995066253939885	0.547255973784807	1.1095312589649775	1.559570360491776	3.4786310776544362	1.1706158254712689	2.0831467187494117	1.7610483263014678	0.949430402267233	0.9643333577423117	1.341259719136674	0.9840266311517796	0.706610054099487	2.1676837402609213	0.7158788761124439	2.1715971626330153	1.8000803598851016	4.2296298235462295	0.9526368419748223	0.9851969988120147	0.9402766483670595	0.9265562659544825	1.2206318075708276	0.8000070715697579	1.0222324626055224	0.1866969937624962	0.8663414584928218	0.9462067656695192	2.0532427998189826	2.945476183727429	0.1732897043524934	1.3083771107396889	0.2868614998619539	1.43166643911706	3.6668321939876845
S174	2.6637898870186514	2.823201605536258	1.8993386728809938	2.502577041131112	1.3622234070059893	1.558500572536746	0.13501878454290098	1.0999624424284609	1.499513603439368	1.1340577126943772	0.8180052243841055	2.7874075766001964	1.5534689640507469	2.6800499663475783	0.8726901599751362	2.494720797347032	1.534499725535051	0.9998937233071807	1.513258115817477	2.590909008448679	3.235511193386656	0.6462476660986985	0.0	0.5261637797130613	1.9791111013584208	1.3857248635689925	0.8113240177948116	2.7042031444387438	0.3130171187320465	0.9253695420416896	2.150054246802251	4.069269533364363	1.8067522224962485	2.6718185957216103	2.402610385704793	1.5852966113995492	0.7880750557416178	1.9659750761693926	1.6042708233265701	1.2525998548305322	2.336508667213288	1.1513166421693335	2.8167616424239834	2.4217319946462577	4.417284944068706	1.2509459718084106	1.1124765463082111	0.2956189143470439	0.5987877728179067	1.2449105212317615	0.39613295107937246	1.6198395573801336	0.718184339772816	0.757047442386089	1.1315327603896892	2.694317850628079	3.3924698109194202	0.7192260174156377	0.9805760470290815	0.43674005847418623	1.6134746499119252	4.296260708520375
S22	3.0073095382512633	3.232091358628369	2.166420966928332	2.891646742634147	1.0194492809835192	1.2635703163990297	0.5320957273270314	1.524282258408631	1.3449376335388237	1.582525936087696	1.3261186764431439	2.584878309890039	1.7227692795424467	2.951024600277336	0.44618170814087893	2.879830837653176	1.5486810608044175	1.429907258415875	1.7677206265214145	2.856032142313972	3.088405375455378	0.5999196552347893	0.5261637797130613	0.0	1.6726160581893161	0.8608172177581693	0.9806858464916557	3.0949366879340374	0.2154603207906501	1.3971248266096357	2.129156970011276	4.012344195904632	1.6855811072946645	2.643944926840986	2.1414125889130955	1.3348567897143542	1.2490161446169232	1.6700082914717322	1.536938640660721	0.8927701390325289	2.689793532007607	0.7631046459911313	2.576700804088525	2.330487374955313	4.765044940911455	1.5030886730576833	1.4612296980774981	0.7124262048180948	1.081588765575845	1.6480367755639964	0.9037230008011109	1.594751530137184	0.5188628128184948	1.1607602802895127	1.4452120430071098	2.504126713597179	3.5408140840844116	0.5322885589984329	1.4940451240985946	0.631448630772566	1.9475933187314636	4.144408543342336
S186	2.99086912381639	3.443330444045208	2.1136719710307195	3.078258124964337	0.6638337006308968	0.4667847211198857	1.963649165141589	2.2383105926166738	0.6628519253285766	2.3519582759883044	2.481321188695819	1.0042034547350553	1.6019574537652181	2.685405524994789	1.2337775221181417	3.0512783433998254	1.114218887524214	2.207676482333977	1.857662591361037	2.5875706425315923	1.5720844629895814	1.3561129347516052	1.9791111013584208	1.6726160581893161	0.0	1.4146700433975163	1.510563635398	3.2520643940421627	1.772644880350479	2.3340322499685544	1.1765513041779947	2.644543624269279	0.7030388887627115	1.496855459748755	0.49667465098772695	0.4321603597416075	2.2117883234003686	0.1876378191786336	0.8673453879875702	0.7828967208413973	2.7776565892806895	1.0454696519708433	0.9346319488335632	1.0778218564328557	4.561375329524308	1.7556296395239874	1.9897434915564371	2.2653581566450556	2.2394590210630474	2.2524939687577046	2.147289434857526	0.9997342124656029	1.263234184733444	2.0886938842016756	1.9024221136571788	0.9628030828470714	2.760480299887259	1.2621962513728102	2.5874875687361834	1.63312011741135	2.20459283060976	2.585295112493459
S75	3.6294710321519217	3.931950111017792	2.7328468996715367	3.5753888735613972	0.8910537519780938	1.1346124652571838	1.375381966918305	2.2890395377526924	1.4588940323616733	2.3679597854196475	2.1647955806296975	2.416169806908065	2.208029012261764	3.483909028965716	0.6589567825358622	3.55798405976311	1.8651609860598166	2.202867024283717	2.349199204773718	3.3825912268664706	2.982334225353351	1.1804092951219962	1.3857248635689925	0.8608172177581693	1.4146700433975163	0.0	1.5961206577970464	3.772943881103329	1.0728385285485111	2.2045830941115234	2.311043437397949	4.020260518910002	1.77317476226279	2.7680481587731993	1.9023417944915688	1.2776318246647562	2.053416946015883	1.4295167632698358	1.7411260522838328	0.8034304994530446	3.33344352019366	0.6867376532228162	2.335350669110902	2.379656735739506	5.36436903446918	2.1060072264897753	2.162614158675383	1.5526983682397226	1.9070267986788552	2.385524122670561	1.7498956957300071	1.8481107910679906	0.9988445308792586	1.9267804820865169	2.1135354148299963	2.366895095076089	3.881537622939023	1.0150906851589814	2.33595250673613	1.372456150021172	2.599131295620122	3.984908088177259
S67	2.059036659686755	2.338774044986045	1.205787696950172	1.989605968008505	1.0669089657845379	1.1309452090627226	0.7882053914577588	0.7727953167663912	0.8844388902825517	0.8869324881586491	0.9899718279867323	2.135887829285062	0.75864522754829	1.9923372289660455	0.9432785376562305	1.9690187231865772	0.7509850268718038	0.716369068262885	0.8018012652214346	1.885420997095832	2.5238937221078186	0.42954209358408196	0.8113240177948116	0.9806858464916557	1.510563635398	1.5961206577970464	0.0	2.178646751087449	0.8622904281304256	0.8239746019475629	1.373262938295919	3.321133988127615	1.1123862493429264	1.9012699226866374	1.828184940360806	1.0843756398532236	0.7025805931705007	1.4752597693020868	0.880704930836879	1.028040606166607	1.7505871811002027	1.0497466547109262	2.1975326026397344	1.683560825861766	3.832592371451266	0.5281428413694549	0.5814494894683575	1.073280895747643	0.7786939031723552	0.8278013267750912	0.7415960769851035	0.8576218415288962	0.6003061498520338	0.6113493710161564	0.523244722947815	2.0392656515226673	2.624489308289907	0.5833922602891255	1.0810382107667769	0.4042936889208788	1.0056285473901951	3.5859974091236277
S43	0.39204147117873034	0.2319380862411843	1.1550859466973469	0.30976061369977315	3.112822787178846	3.050339499411329	2.697523380377824	1.6053693163790188	2.6397687970165977	1.5927535826949675	2.093245605696583	3.2415420488199134	1.6781414197013185	0.8971950379700256	3.1179102888930488	0.27259522335748076	2.1526264685389775	1.7100933391925288	1.4583302004166525	0.8934045054183188	3.241139012197166	2.5995066253939885	2.7042031444387438	3.0949366879340374	3.2520643940421627	3.772943881103329	2.178646751087449	0.0	2.9201428994528227	1.8331983327363657	2.249141633893359	3.376285970578491	2.5679992424095426	2.4169351400490493	3.2819930828109958	2.9261476788773337	1.9462727816968342	3.2087161787368172	2.388000850029234	3.1175709132263307	0.48372072471330296	3.186360607026241	3.4166760292355125	2.602216988135401	1.8360449516270163	1.6736407786220489	1.634942746169356	2.808080972265386	2.2121503937586247	1.4701492052960623	2.348812170402203	2.257248680775436	2.775825705734948	2.048290733079646	1.6736814042454025	3.1449543868038194	1.856635084708852	2.7591224579798515	1.9413758163560086	2.4679787677769696	1.177425920909641	4.003924475491948
S30	2.849686983283803	3.0520213122223523	2.033592095044041	2.718629916146249	1.1293007109649182	1.3519958597215467	0.3218000637490679	1.3337826583108745	1.3706045185567717	1.3865439668356407	1.1117494916135457	2.6435419422356006	1.6195640420185613	2.8205851457660254	0.5922392147826365	2.707662439204354	1.5044593954142658	1.2363248318327773	1.635799150051408	2.7262890654012852	3.1250230117576483	0.547255973784807	0.3130171187320465	0.2154603207906501	1.772644880350479	1.0728385285485111	0.8622904281304256	2.9201428994528227	0.0	1.1913663225382123	2.1068106912674245	4.015466342740145	1.7005428296459657	2.6288037055479174	2.222827226329689	1.4041704949637719	1.0450986502156885	1.7631951764647926	1.5274496593577946	1.0107704974672675	2.527720500653747	0.8890328878994914	2.6509410412812726	2.3395034322075823	4.610605932255572	1.3670217325296352	1.2931432655876571	0.5265152083108959	0.87070185960948	1.4633681494848427	0.6895343624761546	1.5676631922283157	0.5349216835492041	0.9686384806055338	1.2868465182808002	2.557585807763761	3.4588860788578666	0.5427070160785846	1.2795459839296148	0.4853515771850308	1.787501141507042	4.186663651152994
S36	1.860525993756719	1.9429877327711376	1.2843243341403667	1.6596473494712332	1.8628183145501638	1.9477113487613258	0.9124587613279936	0.30463750934000394	1.6970173025610473	0.31837675324790765	0.3147489673146913	2.8905994116830334	1.1662679856775942	1.9960545062902346	1.5880544247680448	1.6488809456455316	1.4422040973548627	0.21224917837719187	0.9894326790100489	1.9057582934277828	3.2110631400283127	1.1095312589649775	0.9253695420416896	1.3971248266096357	2.3340322499685544	2.2045830941115234	0.8239746019475629	1.8331983327363657	1.1913663225382123	0.0	2.002164018193287	3.8689311251231318	1.8791484288705764	2.486152935125318	2.6311092341349855	1.9077274293336939	0.1512053102232584	2.294579843778673	1.6368926627668003	1.8044625984989862	1.52975071167425	1.7548396868269736	2.9755279854398626	2.3648152234477275	3.6082712996819253	0.7989917476654916	0.5101675386041715	0.9845981620963398	0.3869884534263651	0.42940682564929583	0.5387486850111862	1.573593922580035	1.2822478330259603	0.36201199121830446	0.5883924222579722	2.7887491337909056	2.868240930824431	1.2702478831526864	0.29404051686162835	0.864493084885751	0.8802708869879553	4.241100002202516
S99	1.9365032506708588	2.4480245140113683	1.1849961867362728	2.1071273350976076	1.425662167821253	1.2251862292467048	2.1351770972228383	1.7800092281350326	0.8564471016491673	1.891549383240599	2.2657762410216575	1.0188707479490788	0.8751442210509475	1.5714020352334277	1.8238979951991308	2.074410859342642	0.6343155991666489	1.8078848494693762	1.1259309467415504	1.4740053330117249	1.217567311692901	1.559570360491776	2.150054246802251	2.129156970011276	1.1765513041779947	2.311043437397949	1.373262938295919	2.249141633893359	2.1068106912674245	2.002164018193287	0.0	1.979005512732331	0.5573451057220395	0.545540862376444	1.0563751519497953	1.0582076837655698	1.9436268829185137	1.1512100822048654	0.6007077535468013	1.509429543086606	1.7927903810683563	1.7283218413480872	1.1760640154126876	0.3924776801239095	3.4153613854241813	1.2134557389229743	1.5102998669807544	2.4312947047656785	2.109739796602061	1.7173767415587513	2.1006112961141388	0.5516184657227877	1.6123046030968289	1.8762972041732475	1.426344616489944	0.923449193040862	1.6191947992566502	1.599164894781943	2.2898248553061347	1.7141040406834067	1.4498637358822863	2.25170244619847
S136	2.9888462397063376	3.527439174985981	2.7229123149962575	3.2906961270357065	3.182905621702794	2.9600326218695043	4.074226957545299	3.5994326389211504	2.715923309606419	3.680730098517887	4.158862779874742	1.686370983453283	2.7467764481728016	2.4913754929056102	3.661889274956855	3.2700475553417805	2.6086216639027002	3.6596719525768986	2.894136875565169	2.504675858883404	1.134750776617095	3.4786310776544362	4.069269533364363	4.012344195904632	2.644543624269279	4.020260518910002	3.321133988127615	3.376285970578491	4.015466342740145	3.8689311251231318	1.979005512732331	0.0	2.403844012624944	1.4357659608950004	2.2248332162586766	2.8046683071922365	3.8362110308506323	2.6784540241154744	2.5332258111078683	3.276463186010333	3.0621889610469535	3.5600980350857423	1.870777117624806	1.7307015499984848	3.5179269593060614	3.0954342813494082	3.359384910444775	4.351752165903581	4.037023723722808	3.523252997758518	4.017847651969034	2.5198380691809668	3.512922805343819	3.811617667956876	3.3065750808117325	1.6922545633884907	1.5945480695123813	3.502779497419467	4.140122075881497	3.6356623198938336	3.1506072004254624	0.7978314236212828
S111	2.304259153962815	2.7660689757619723	1.4480464972316176	2.4108019383893216	0.8824814745863632	0.6693843329124696	1.7832748311926725	1.7257793323245942	0.3455924353012607	1.8478550571524066	2.0892075102860104	1.0402979539227468	0.9444270758076191	2.0098184214515737	1.3329292063116496	2.3790080262824644	0.4730959482424455	1.7175004654288737	1.2285745527473697	1.8998506360654626	1.458822133728047	1.1706158254712689	1.8067522224962485	1.6855811072946645	0.7030388887627115	1.77317476226279	1.1123862493429264	2.5679992424095426	1.7005428296459657	1.8791484288705764	0.5573451057220395	2.403844012624944	0.0	1.03355512598021	0.7815710500095077	0.5093699583578419	1.7845696510178606	0.6550972757184932	0.2519596991015427	0.9813955135594663	2.099332070252322	1.1945122971595492	1.0987737668011783	0.6741635833309396	3.899807157299381	1.1747634190329175	1.455395835784004	2.0977552786596907	1.8837426500635432	1.7001259740086385	1.8447620713875128	0.3393756526902907	1.1738476033772616	1.6750019973032984	1.3568383146471736	0.9572413927498572	2.1739255121805927	1.1631908196708045	2.1604592697000684	1.3882666798630825	1.568352699090539	2.538754487228533
S179	2.058429499657066	2.6060511509257602	1.481389785667916	2.292285406417633	1.886819886186644	1.6713459172208405	2.665036796868447	2.238909317195082	1.3501032776936994	2.338059473707288	2.7645216164881847	0.9101054389364807	1.3453562782567612	1.6090091460117246	2.321915088093743	2.2625634604344174	1.176245987162999	2.2829251336830976	1.5442915050997381	1.5483749022275148	0.8366707778739996	2.0831467187494117	2.6718185957216103	2.643944926840986	1.496855459748755	2.7680481587731993	1.9012699226866374	2.4169351400490493	2.6288037055479174	2.486152935125318	0.545540862376444	1.4357659608950004	1.03355512598021	0.0	1.2161816322463264	1.5038309680269168	2.440690592663922	1.4972100609305656	1.125718824320002	1.975950766293895	1.9972996366045628	2.2247837641915362	1.1290461298552377	0.42406178788134985	3.287412499738902	1.6966138569497253	1.9806501813720279	2.9530420956581076	2.6255474375358285	2.1671157983987324	2.6150474648708952	1.0935673272328201	2.1312017562756065	2.3934594891978156	1.9109887477967322	0.8328496067024538	1.309358775658875	2.119095005282463	2.7685556399499824	2.235125234968839	1.8405293276203496	1.7703364249191762
S106	2.9853390456202407	3.48148797668325	2.1749523539767126	3.1303415061918507	1.1379186290602123	0.8992127605991395	2.38322989625666	2.4939056942966724	0.9453400308569814	2.6122245613375186	2.816023682103387	0.5458906356282455	1.717004172079277	2.625294199184263	1.711102913843214	3.0992553631047457	1.2542901749583042	2.480196313539446	1.9966015975520843	2.5302511137151247	1.113875084697163	1.7610483263014678	2.402610385704793	2.1414125889130955	0.49667465098772695	1.9023417944915688	1.828184940360806	3.2819930828109958	2.222827226329689	2.6311092341349855	1.0563751519497953	2.2248332162586766	0.7815710500095077	1.2161816322463264	0.0	0.8222161867589822	2.524584162941523	0.5106774079282311	1.0192712190443514	1.2635954415524855	2.817497907955752	1.5051074895763377	0.4449259766881911	0.812563092386843	4.443911369405112	1.9547078205241757	2.2274965311264627	2.693987125890261	2.590040089516433	2.478105423674931	2.52279238839147	1.1190663071048335	1.6962884754135616	2.4043507771204515	2.1322037047390516	0.5431042320541769	2.5228236897702447	1.6922561623839252	2.9034016964476654	2.0233660078367803	2.342617278807952	2.1160139726499065
S176	2.6953743579686456	3.1148269765273464	1.798175325414457	2.7507842473519406	0.3917415022703352	0.1831045992832017	1.563508479775662	1.8238358800897092	0.2876195917661476	1.9401203199224135	2.0529793030726937	1.2692110911340604	1.2530912111675618	2.4419582024373163	0.9236098713357263	2.7235474432965283	0.7800570450943696	1.7869969540263377	1.4989675462254173	2.3351652886354923	1.7899157526467098	0.949430402267233	1.5852966113995492	1.3348567897143542	0.4321603597416075	1.2776318246647562	1.0843756398532236	2.9261476788773337	1.4041704949637719	1.9077274293336939	1.0582076837655698	2.8046683071922365	0.5093699583578419	1.5038309680269168	0.8222161867589822	0.0	1.7844205624805258	0.4041636598209409	0.5655119603022667	0.5091718002319168	2.4557520964974136	0.7577051253761846	1.251618204968079	1.1118345434384707	4.343857424853828	1.3595516703117305	1.5807140325492144	1.8745947955757525	1.811610926336026	1.8414698765324813	1.7291399219828534	0.6965879814717665	0.8759391179395254	1.6567654389509443	1.4912043237319557	1.2023735086240683	2.6681538783374403	0.8717318522966361	2.161509491481488	1.2226946615687329	1.8300107846432687	2.850328746240067
S29	1.9513003009881043	2.063665638872961	1.3153658765605605	1.7676680333187536	1.72374948664223	1.8178786502915596	0.7724964874647201	0.36553950844210353	1.5844861709089764	0.40915287586604576	0.324281952693956	2.8030885311634055	1.1328693560336451	2.054603360758761	1.4377912870013536	1.7557736001647655	1.3629061466181422	0.2509956327025445	0.9867241990386998	1.961024653807002	3.144014577005116	0.9643333577423117	0.7880750557416178	1.2490161446169232	2.2117883234003686	2.053416946015883	0.7025805931705007	1.9462727816968342	1.0450986502156885	0.1512053102232584	1.9436268829185137	3.8362110308506323	1.7845696510178606	2.440690592663922	2.524584162941523	1.7844205624805258	0.0	2.17362414379029	1.54428492725713	1.6621351207142658	1.6196639977899026	1.6085466586252972	2.8801243775435075	2.296343316401204	3.7113489034815794	0.7637580168141491	0.4995520035720108	0.8728702504948952	0.2824074314876904	0.4989040605779161	0.414240270126827	1.4905301933947968	1.1347338756394776	0.2562515774628823	0.5609234561348823	2.702395561033129	2.8926699354275067	1.1230610283304083	0.38221730832839834	0.7170917640003156	0.9322182088825938	4.184134402289432
S124	2.9559056221783844	3.4062037959627047	2.0867220574902148	3.0489518925029357	0.6550609606427602	0.4129877333232596	1.9380217825108337	2.2047619068227258	0.6320893446786567	2.3254324676143523	2.4414511682475832	1.0366123033860146	1.5503285955575492	2.66343149668208	1.2361802626191107	3.0179750435462998	1.0658664492474188	2.170349404835386	1.8259340623839406	2.5541865564756554	1.592209934216295	1.341259719136674	1.9659750761693926	1.6700082914717322	0.1876378191786336	1.4295167632698358	1.4752597693020868	3.2087161787368172	1.7631951764647926	2.294579843778673	1.1512100822048654	2.6784540241154744	0.6550972757184932	1.4972100609305656	0.5106774079282311	0.4041636598209409	2.17362414379029	0.0	0.8324874619778415	0.7932217888091192	2.7409600895278645	0.9992059843741662	0.9531188323223824	1.0743962971734056	4.547088989220566	1.7092860907568768	1.9534322400128354	2.2499813105962767	2.1978893939082416	2.2080647111165406	2.1228105147983896	0.9541180063949878	1.2499926988231214	2.0332214007726748	1.8546249661926766	1.0049976725756582	2.7516586667554472	1.247631866124864	2.553067328886881	1.619175030204947	2.1570333955872854	2.6210803342618822
S40	2.1407169083071427	2.5801557149750893	1.2565803829694342	2.218603556461275	0.8737547893989485	0.7222231509348026	1.5853917691675543	1.4792977832029743	0.29503218040827606	1.5991641100843967	1.8529149884702178	1.2629319808315502	0.7381068677601845	1.8783087822312567	1.2278683167325737	2.189409918870531	0.25416264908187314	1.4726279614917313	1.0030535872187127	1.769886251414327	1.6529803982070745	0.9840266311517796	1.6042708233265701	1.536938640660721	0.8673453879875702	1.7411260522838328	0.880704930836879	2.388000850029234	1.5274496593577946	1.6368926627668003	0.6007077535468013	2.5332258111078683	0.2519596991015427	1.125718824320002	1.0192712190443514	0.5655119603022667	1.54428492725713	0.8324874619778415	0.0	0.942611423347626	1.9154447568980564	1.1456263110228133	1.3388127446684042	0.8278215982318474	3.7818788047663663	0.9379415695143926	1.210214394253367	1.893283691746887	1.65487168822441	1.4603564516287328	1.6166589301499752	0.14217405423677013	1.0186823556223696	1.448243179883846	1.117862045233965	1.1690903899615759	2.1558764874245155	1.006022564170499	1.9174724714839582	1.1758253750903844	1.3493587564462854	2.7255673177263526
S151	2.9301468195456333	3.2900613205561258	2.0191508800229774	2.9236085260072624	0.14918780462728176	0.41674243436794056	1.2399700676082375	1.792447647004807	0.6592757208841153	1.8927023250031023	1.8782130711236733	1.7367882759565867	1.4831809577194164	2.735756644145293	0.45095984288544216	2.9026002722340998	1.0887788671724028	1.7319245185143994	1.6629362551283275	2.634423266214376	2.2739483050506157	0.706610054099487	1.2525998548305322	0.8927701390325289	0.7828967208413973	0.8034304994530446	1.028040606166607	3.1175709132263307	1.0107704974672675	1.8044625984989862	1.509429543086606	3.276463186010333	0.9813955135594663	1.975950766293895	1.2635954415524855	0.5091718002319168	1.6621351207142658	0.7932217888091192	0.942611423347626	0.0	2.656474806827991	0.378656548009203	1.7036011541356977	1.6003563412973887	4.632359943437693	1.4626097429804983	1.5985229671320307	1.5242495092435207	1.6195050621141769	1.8546519246478654	1.4930517507541088	1.0569876486869174	0.555909567085271	1.5381714684586043	1.5316720909832853	1.6695235776616801	3.08125004037829	0.561955503515351	2.0138141122864837	0.9874590612427316	1.9628103273182227	3.317359826379863
S3	0.3316714610066704	0.6670759820531199	0.6722708481694377	0.33664450400439666	2.6501415774758823	2.5851723148325516	2.3330476921534586	1.2627647035364822	2.168481403807241	1.2723852972755454	1.8215425415115414	2.793263730576711	1.218095869808863	0.6265301000552286	2.6798035009583394	0.28793837238309206	1.6846099173701696	1.3710723118745776	0.9942947556701247	0.5829804322805234	2.8312126491469303	2.1676837402609213	2.336508667213288	2.689793532007607	2.7776565892806895	3.33344352019366	1.7505871811002027	0.48372072471330296	2.527720500653747	1.52975071167425	1.7927903810683563	3.0621889610469535	2.099332070252322	1.9972996366045628	2.817497907955752	2.4557520964974136	1.6196639977899026	2.7409600895278645	1.9154447568980564	2.656474806827991	0.0	2.7468773243333606	2.966697458329497	2.1536134352783525	2.1249430939040264	1.2386035316603916	1.2378568371767855	2.4746677292014287	1.8962635763056641	1.1276550833928898	2.009251203849057	1.7875458991472843	2.3403425699190863	1.71190744333796	1.2704509725621875	2.6926573879497826	1.646444883238301	2.323581972883144	1.6903209548567966	2.05899692540491	0.7670123143905776	3.649895823049375
S62	3.035244373646646	3.361958014791125	2.146183693198111	3.012790097623516	0.4134013509764846	0.6178404841407028	1.104730027614894	1.7963724214520105	0.8829499720589288	1.9019661517450543	1.783941805617391	2.004073869114508	1.5823701280074598	2.889606780542273	0.3955811604697176	2.9871401931407764	1.2417256693265308	1.716076490626561	1.766346019543774	2.7718761987357996	2.5375578458451002	0.7158788761124439	1.1513166421693335	0.7631046459911313	1.0454696519708433	0.6867376532228162	1.0497466547109262	3.186360607026241	0.8890328878994914	1.7548396868269736	1.7283218413480872	3.5600980350857423	1.1945122971595492	2.2247837641915362	1.5051074895763377	0.7577051253761846	1.6085466586252972	0.9992059843741662	1.1456263110228133	0.378656548009203	2.7468773243333606	0.0	1.9489552104192067	1.8504859336963868	4.785574962344894	1.515461310288871	1.6270865004251016	1.3926817522452613	1.5153354915170858	1.8549970320468663	1.4127412392571925	1.2339551819360215	0.5452915285873913	1.4442711831084722	1.547716672238215	1.9480157968811755	3.295474220466715	0.5525729778505308	1.9468722945084194	0.9689487981904668	2.012859243461451	3.5932249877337683
S20	3.0917842917214067	3.616562854484283	2.355854542732169	3.27922945152797	1.5806655079321799	1.3405757073071678	2.799709801624253	2.810391187456469	1.3323222101901655	2.9269299137221636	3.183086387955564	0.24863453485872147	1.968671639118512	2.6866873951870516	2.149930636818773	3.2473623729320953	1.5501125961386966	2.809789793817362	2.2446142830981493	2.6031501701605517	0.742969674956372	2.1715971626330153	2.8167616424239834	2.576700804088525	0.9346319488335632	2.335350669110902	2.1975326026397344	3.4166760292355125	2.6509410412812726	2.9755279854398626	1.1760640154126876	1.870777117624806	1.0987737668011783	1.1290461298552377	0.4449259766881911	1.251618204968079	2.8801243775435075	0.9531188323223824	1.3388127446684042	1.7036011541356977	2.966697458329497	1.9489552104192067	0.0	0.8233571485361114	4.416106457299048	2.2515989941246333	2.538569776107162	3.1103507170100633	2.969972185411882	2.778898606734478	2.912226020492012	1.4134035865560615	2.1206093509202883	2.769784694325955	2.4448540026804597	0.3517292102830098	2.408740970356704	2.1156210137103493	3.255094618006575	2.4226519334904397	2.585657224252676	1.686222315530854
S42	2.271496878915304	2.798549823805697	1.5597369684781393	2.462666005558687	1.5006514765442645	1.272728820623995	2.4097952664297875	2.152037352197137	0.9989618036822495	2.2622150307680777	2.616780405548695	0.6407574558480214	1.2612629142348486	1.8671892878987881	1.9758558244512747	2.4316200539672854	0.9515535022031221	2.1751958247528456	1.5103058496165516	1.7850974605910694	0.8482399655189538	1.8000803598851016	2.4217319946462577	2.330487374955313	1.0778218564328557	2.379656735739506	1.683560825861766	2.602216988135401	2.3395034322075823	2.3648152234477275	0.3924776801239095	1.7307015499984848	0.6741635833309396	0.42406178788134985	0.812563092386843	1.1118345434384707	2.296343316401204	1.0743962971734056	0.8278215982318474	1.6003563412973887	2.1536134352783525	1.8504859336963868	0.8233571485361114	0.0	3.640991064816996	1.5877491752475887	1.8812584765839055	2.711571017914698	2.444942076670175	2.099102655030618	2.4170235430290945	0.8364050395037773	1.8199930421915458	2.2215105209835495	1.798045273906781	0.5493678533997786	1.7155622429617057	1.8093994220248066	2.650695506051178	1.9897290881029979	1.8413096511148876	1.9087115247147446
S9	1.8059993645284609	1.7362693169865278	2.6439388085187723	1.950871883373082	4.611369497069275	4.502489328236336	4.430035228741192	3.3509136632585226	4.067191315083152	3.3281342785028603	3.8768499334867834	4.194260361856533	3.2149615635345024	1.908357289365275	4.7219673689241795	1.9669786968349041	3.6010934949565643	3.466097947455229	3.0392929811619567	2.038391773261659	3.9532288281245545	4.2296298235462295	4.417284944068706	4.765044940911455	4.561375329524308	5.36436903446918	3.832592371451266	1.8360449516270163	4.610605932255572	3.6082712996819253	3.4153613854241813	3.5179269593060614	3.899807157299381	3.287412499738902	4.443911369405112	4.343857424853828	3.7113489034815794	4.547088989220566	3.7818788047663663	4.632359943437693	2.1249430939040264	4.785574962344894	4.416106457299048	3.640991064816996	0.0	3.326925982694536	3.3440521285454667	4.543967459304684	3.9889359390790022	3.2361088298300493	4.089359915773301	3.662315010906567	4.395406306526727	3.8288609825964475	3.3849931638015756	4.1109973824165795	2.073358835106269	4.379250339772336	3.71179072944501	4.136861163812047	2.88721589327813	4.296107980207465
