	S194	S93	S73	S144	S123	S161	S180	S154	S139	S170	S195	S185	S53	S186	S75	S48	S136	S111	S179	S106	S176	S124	S40	S92	S151	S62	S20	S42	S188	S80	S125	S183	S129	S137
S176	0.42214520163778074	0.4084436682371503	1.6684516913673095	0.7429420715724357	0.16604708062607698	1.5028294972004246	0.7785728406174345	1.8563650680118562	1.5937892752596128	0.8180813144225993	1.42665302747406	0.8850689134563476	2.1720243753028754	0.23955136789891035	1.5898092264675237	2.7893824457859013	3.227788534857151	0.9456167787073304	2.3818312227959355	1.0032302580878143	0.0	0.9595767016924088	2.3935649313366123	0.7594728388567789	0.6282143136977675	2.1504664047275215	1.5216638899004165	1.471681127295326	0.8802254610262483	1.2126893581479337	1.1577788656500796	1.350646210710274	2.791215400156234	0.8739686988659345
S124	1.371737766715876	1.3518811582563484	2.542809377424617	1.0748002868292788	1.070887191701869	0.6986043718309359	0.8934055094794799	2.790494900656991	2.0936012567874895	1.6249929219764376	2.2408093920550494	1.813369474119618	2.549680833248124	1.1064275075848504	2.5117248730974113	3.249790711404938	2.6209507472035414	1.8067930483740222	3.0288407860532343	0.40921904098831474	0.9595767016924088	0.0	3.2622073113232	1.2911231929783438	1.5004417702086668	3.1089241304040214	2.0546428922575912	1.9483897556216194	1.7154672945920753	1.4482394357627195	0.7465783043552794	1.1232279294199177	2.398403452920236	1.5783347541916783
S40	2.0518429798656155	2.0118297231630358	0.7260496836921109	2.3039101484627653	2.359080944366811	3.8829887979277706	3.048397888885789	0.7374550672431347	1.6358052457044805	2.3161773065610176	1.0351971992692963	1.9204656252291206	1.8850742033127303	2.187109955731177	1.806298686267944	1.8129760825327708	4.535941351881364	1.4672467220060845	1.073821690407193	3.097899298178695	2.3935649313366123	3.2622073113232	0.0	2.756643200189468	2.20419264000516	1.0988684354770886	1.5936113349275154	1.7277924384319012	2.2431771951426835	3.2413263662450214	3.5214952029077136	2.854789771728174	3.798108096518305	2.5440892247806155
S92	0.7891066341300433	0.9319476147034281	2.074234869028196	1.4972963236145547	0.6317782727031883	1.5104506454577216	0.48852944827766187	2.0942249651840936	2.2810499750775315	0.4924959675900093	1.9384905666108498	0.8650021741040135	2.8740166463817243	0.931336518300229	1.4166473139588005	3.449490899459575	3.7935486949210575	1.4755730158180431	2.962889444750365	1.5306671736449702	0.7594728388567789	1.2911231929783438	2.756643200189468	0.0	0.5525147792956142	2.235443923805608	2.2112773818643485	2.1683443281582946	0.5901315412431924	0.5098844088786799	0.9761606108089121	2.0134251667989673	3.453041524106527	0.336073479927873
S151	0.3537152862197052	0.5402267194502738	1.5262192373768328	1.2818483032933652	0.4676243044256912	1.9055610854879195	0.913455319428328	1.5486419547296486	1.8655253074535267	0.22472541754964767	1.415348355282102	0.3464308435043404	2.469798438529056	0.660658156332344	1.0202749885386877	2.9924012509332045	3.7959108053400357	0.9786707468713534	2.4559938983925687	1.6070225925747144	0.6282143136977675	1.5004417702086668	2.20419264000516	0.5525147792956142	0.0	1.7387535383068897	1.7899061641901879	1.7722971567306856	0.26185372524035083	1.0461846940570738	1.424777958179728	1.9124343023023964	3.3477164250276186	0.41274640253129635
S62	1.7522306123612434	1.7613145895967108	1.036067689716296	2.3934870493827876	2.059237046734186	3.608053999702131	2.650851530577111	0.5824561159408856	2.1938182632526795	1.7581754276733441	1.3647904351853624	1.3938145988777875	2.646933659655592	2.0254346363143156	0.9389552399750392	2.784920883351231	4.96801656061316	1.468865021435701	2.041072986482909	3.0797473959216917	2.1504664047275215	3.1089241304040214	1.0988684354770886	2.235443923805608	1.7387535383068897	0.0	2.109194051589353	2.2216763526011056	1.659013263700428	2.6513207660730087	3.1542154594959246	3.09474618975569	4.313645285146573	1.938157329463566
S20	1.4528345963573708	1.3280066965560464	1.1009713386895252	0.9903966982822039	1.5972341049257524	2.7491138326562736	2.25489768561288	1.5795701282413925	0.1353342375609421	2.00486858344618	0.7545387631402002	1.7456189589464766	0.7028385409174057	1.3001155317317448	2.1987576621325893	1.2785870850573837	2.980382711024323	0.8979074146720697	1.004350257873795	1.76012141407074	1.5216638899004165	2.0546428922575912	1.5936113349275154	2.2112773818643485	1.7899061641901879	2.109194051589353	0.0	0.18534306581513374	1.999663168055589	2.7002069033935543	2.5741818661936624	1.3444747623026603	2.2489990787300194	2.1913716925474067
S42	1.4327450188161461	1.3209297776695803	1.2162590459469924	0.9080069429577646	1.5531439186543503	2.642319078657727	2.1782256630174732	1.6846804595200273	0.14775687274227367	1.9890904177378246	0.8584201118979405	1.758134058012136	0.7062942668976742	1.2520926538360002	2.250299836250245	1.3334479406709978	2.829145330415885	0.9459943197997495	1.1159450847316217	1.6426005172623785	1.471681127295326	1.9483897556216194	1.7277924384319012	2.1683443281582946	1.7722971567306856	2.2216763526011056	0.18534306581513374	0.0	1.9924259514218798	2.645983414050367	2.4818113433768545	1.1913263627774553	2.1141840688705718	2.1725105100898054
S188	0.6006395159069519	0.7729448764582647	1.6058913026102444	1.54097473538418	0.7184617948665427	2.0603289528659072	1.033542867736945	1.5474871733972082	2.0768118908677895	0.10454596600527565	1.5520717731018763	0.3305459450830668	2.680889389824396	0.9213780896965106	0.8436803938662859	3.1722687799821667	4.049300686560654	1.151252013910842	2.5990528329964997	1.8509719048860864	0.8802254610262483	1.7154672945920753	2.2431771951426835	0.5901315412431924	0.26185372524035083	1.659013263700428	1.999663168055589	1.9924259514218798	0.0	1.0155869173830192	1.5473131209286721	2.172247274265635	3.607191008793165	0.3151387547903285
S80	1.2971720527208552	1.435669422089931	2.5722680323985516	1.9247526658227803	1.1107189194745428	1.420115009104905	0.5945471477392715	2.560466949099089	2.7647629681534096	0.930698609121074	2.4454808588881116	1.3295064903544747	3.3487070530204663	1.4073675972549182	1.767825733502468	3.9385005760405445	3.998214921882675	1.9851693330024158	3.4642994470822353	1.7759178988633049	1.2126893581479337	1.4482394357627195	3.2413263662450214	0.5098844088786799	1.0461846940570738	2.6513207660730087	2.7002069033935543	2.645983414050367	1.0155869173830192	0.0	0.8668381030469878	2.344984568573948	3.7503858389755953	0.7221545108249712
S125	1.4777910578421902	1.5433128516022758	2.80332342540123	1.6330532479849686	1.1694517341919366	0.5647891834147271	0.525873811171469	2.9358935432470847	2.6220244210194474	1.4452524666505329	2.5697602333107747	1.7693602396311805	3.1398744949310915	1.3704059776839392	2.3859402611976943	3.808337477747853	3.2508983854655353	2.0984593054565828	3.4826781293963736	1.1437089437874561	1.1577788656500796	0.7465783043552794	3.5214952029077136	0.9761606108089121	1.424777958179728	3.1542154594959246	2.5741818661936624	2.4818113433768545	1.5473131209286721	0.8668381030469878	0.0	1.8133695549585198	3.1035516391117994	1.309161793218164
S183	1.6182871762976947	1.5393096822395513	2.2287386548138355	0.7687027912020828	1.491476800749818	1.753626459031927	1.7568846649117875	2.6226451852268506	1.3266623973840492	2.112685419255462	1.8596927135233312	2.1047263028300245	1.600116744165378	1.2791076336931348	2.7850454293188016	2.308888588817824	1.923085430349948	1.6301091661862894	2.286684876424189	0.7281147516485169	1.350646210710274	1.1232279294199177	2.854789771728174	2.0134251667989673	1.9124343023023964	3.09474618975569	1.3444747623026603	1.1913263627774553	2.172247274265635	2.344984568573948	1.8133695549585198	0.0	1.4459983257230404	2.19600569151731
S129	3.038755232208153	2.9427506340294873	3.3289231883032824	2.13412482031985	2.934739598191988	2.863614716950594	3.155898109461956	3.787689463118728	2.17852734591285	3.551813756374527	2.9644018102164202	3.5117812894727467	2.003798972280805	2.706256185213842	4.159654350506095	2.527887074659883	0.840332137885128	2.897828728799473	2.9087953242186897	2.0228104118268173	2.791215400156234	2.398403452920236	3.798108096518305	3.453041524106527	3.3477164250276186	4.313645285146573	2.2489990787300194	2.1141840688705718	3.607191008793165	3.7503858389755953	3.1035516391117994	1.4459983257230404	0.0	3.6418808121491097
S137	0.7406216620408718	0.8932057066382021	1.8921694239270177	1.6009070753788648	0.7203967727423626	1.8380642976985408	0.8219326115896197	1.85086981125513	2.2695229727017567	0.2512452942885478	1.8110411974838017	0.6237851275987614	2.873715958752514	0.9920199512259582	1.092777643750349	3.403526545891966	4.033816305129557	1.3734560955572401	2.860695178581054	1.7766401808312917	0.8739686988659345	1.5783347541916783	2.5440892247806155	0.336073479927873	0.41274640253129635	1.938157329463566	2.1913716925474067	2.1725105100898054	0.3151387547903285	0.7221545108249712	1.309161793218164	2.19600569151731	3.6418808121491097	0.0
