	S339	S253	S284	S375	S366	S249	S258	S298	S335	S370	S225	S273	S241	S391	S306	S354	S239	S389	S271	S302	S256	S262	S372	S392	S295	S384	S270	S226	S347	S307	S382	S238	S292	S228	S277	S388	S265	S361	S236	S260	S251	S362	S216	S212	S227	S348	S250	S211	S338	S297	S390	S371	S291	S309	S235	S283	S269	S381	S325	S222	S206	S365	S264	S218	S332	S204	S329	S205	S232
S306	0.5359625685687226	0.5623028219126098	0.7358905619161098	2.04551387222329	1.672074850237548	2.3179015993570493	0.8981192776864276	1.029732753349853	2.9089092274430213	1.0386584521097093	2.225345148681992	0.9165788639222976	1.2518833443314614	3.666113967264289	0.0	0.22168292234601364	2.17450154155348	3.473181388178393	1.2962004684567918	2.09486114646936	0.34713541029655354	0.3195440372013215	1.062659507253044	3.5117475835957883	1.1327783617202152	3.6994534859757118	0.6196663341242482	1.574068708819525	3.562470531872145	1.2937237291308545	0.54219076278429	1.4108709114751263	1.3043383114140794	1.8220223536978077	0.6236613707037719	3.2651290557543033	0.5179229210226916	0.712417017743227	1.4835398461753322	1.1667078621601723	1.0200738853668634	0.5964951092396126	2.433047436803496	1.142218830751563	2.0428015734135836	1.2470541756691595	0.8076100664639162	0.9374686657909362	0.9374228951424519	1.585532176278448	4.651212778484507	1.557691462485313	1.3323180912569115	1.478065858948844	1.9122319017342426	1.7152168956030727	1.512082159090556	2.3582947348774383	2.1443812709657095	0.6562203631983116	0.7470858281254866	0.5645672178997506	0.5902008546049627	1.0391838342166915	1.7617605732099753	0.5504817099483262	0.6426776119698075	0.36482900011106717	2.114225615844192
S354	0.7318240938886452	0.4486960074345122	0.5180070143499936	2.04867596513027	1.5147984263668772	2.2060700524969596	0.6995600097101705	1.0072645347635336	2.8483577382274827	1.254000175872141	2.4322334689031724	1.1008265872259873	1.1289727759215347	3.756539515761891	0.22168292234601364	0.0	2.3896578700832714	3.654288438138275	1.1259659172043763	2.101005803546524	0.5396411667210468	0.21047630810208087	1.0125759699393082	3.649291103854648	1.0960218589300188	3.661252932161191	0.4275414088436988	1.7169656069304107	3.5678237700773408	1.1297567914252609	0.35988388443622954	1.223553811655396	1.2972496952691135	2.028447892113235	0.8409628007814156	3.424545567662285	0.7303333830840739	0.9258623437960619	1.3565317005253488	1.3431405977348492	1.2304003521435265	0.811947645202554	2.328726177886816	1.3043899589169534	2.235285047778217	1.4355239352207367	1.0104577000892174	0.9631089376799273	0.7235776855649398	1.672094355144322	4.683913671453436	1.4495374219138981	1.163472060989993	1.372297802822913	2.068977816964251	1.8562260067061065	1.3813485894070767	2.317327279838233	2.006960340307729	0.4733329618567017	0.9384524586746825	0.6094634567128557	0.7783551006602949	0.846106401815979	1.621221878773855	0.39343888407513444	0.8629549027337728	0.545409231468079	2.331721102900631
S239	1.6767356507076228	2.479098481316222	2.8727546251767464	2.718275628103449	3.4150311871871466	3.6846087876491738	2.9411039113457704	2.3768619448510098	3.7981612642694396	1.1439730105081536	0.439348152647387	1.3771598384618	2.935346018346816	3.0644205604521866	2.17450154155348	2.3896578700832714	0.0	1.8123407239443736	3.176456024508244	2.7295371278101914	1.9613987021797419	2.450620103339423	2.5207744992303858	2.419257896499629	2.4971273640937492	4.2826700754523035	2.68935774361215	1.3998526673802194	3.797398133298954	3.139011914378035	2.614245480260107	3.364817258761375	2.433388582660237	0.6634423113347178	1.551110028000016	1.9336966109063751	1.7118831171586808	1.4664902830382667	3.121179843766342	1.260578022354958	1.1734016273797374	1.6021437683025106	3.7252176480587997	1.3796996192982516	0.7327274736158009	1.12492444053514	1.5876292373166287	2.181153932861241	3.0520855370683417	1.899942010913612	4.476635286003134	3.069432479705611	3.2019585984853207	3.013271150200549	1.2556046154339329	1.427178722161963	3.1527929152922334	3.2420877637136116	3.7035048753272672	2.6912342197342767	1.4938041208435828	2.1047806221497933	1.7192121036127002	3.0646292327101667	3.425376862262786	2.5665350436372334	1.5734931029654389	1.8745987927413374	0.2725954657361606
S389	3.016557130334171	3.5946903025701844	4.027338043353892	2.891739794968663	4.1609090525546	4.061392044790694	4.0174484560921195	3.231606707395341	3.7768732711493342	2.6414125541557993	1.4508175422815057	2.6410995686529453	3.733955458730575	1.9316430110168934	3.473181388178393	3.654288438138275	1.8123407239443736	0.0	4.051569813453502	2.860369625433675	3.392793308321859	3.791160472115607	3.3262405628691365	1.0213722400978673	3.249244515922498	3.88212272247167	3.821244406379204	2.0605660101407817	3.2053392808730794	4.014519636360373	3.746242091672132	4.246621024043327	3.0512863066050295	1.7606775244114499	2.9352476404469257	0.576710753322938	3.165682349101636	2.821671554174204	3.8368205447566766	2.340685454206007	2.6483898124087677	2.9248800916036326	4.042900445316864	2.3858134478032236	1.476594601828001	2.2433292681032624	3.169083202020214	3.0197258056844327	4.14688005335825	2.3636990673485974	3.3912726815086613	3.7412164273869553	4.059998147732911	3.6876065182605764	1.6724343150018157	1.9290442856641163	3.8827074379119404	3.357941356086663	4.225618255763698	3.8430737070696543	2.8247611857025667	3.1880547203187946	3.2017311513157862	4.060806612528844	4.05365373654716	3.6832869857106405	3.0283573426281563	3.1182013295904825	1.79092552628162
S271	1.6100144944115926	0.7893140228463452	0.7352554838430454	1.5927477408791944	0.41492653763359827	1.1973434552977353	0.48967134221781977	0.8884819980077757	2.000033220523959	2.1458844073908265	3.105279495195528	1.8141371924166945	0.3475014095079848	3.581490639009111	1.2962004684567918	1.1259659172043763	3.176456024508244	4.051569813453502	0.0	1.6502701340296266	1.6398923223798028	1.263887143427358	0.7368234013530981	3.754679618129642	0.8125888174965202	2.866900470197666	0.707647581559596	2.0549732898553423	2.970396889751845	0.10331551163513902	0.7665326210280267	0.23609821117661078	1.0312239688025742	2.727939334734168	1.7761297029266956	3.67932576468398	1.7599382929264138	1.8111897223228208	0.40669472754979696	1.934803064967666	2.0957028236731006	1.7299312627158623	1.3407085752635106	1.83124655385401	2.8033133041682765	2.073507651452418	2.0788570670808606	1.0529644109375766	0.592220355167754	1.7271885009606707	4.1733133201229515	0.5886302261914222	0.04260882686171492	0.5394490677639759	2.4239229020191466	2.154280584215348	0.41509621722849294	1.6018757451693104	0.9257155363258681	0.7214486309793297	1.7407988710979094	1.0826696357742045	1.769583408555703	0.35943089439365944	0.5638176537942671	0.7489282581707168	1.8735501464140722	1.4012857673253858	3.1303552622890107
S302	1.9712171462892825	1.7416510634979852	2.0972431650932335	0.07031955797691185	1.5472236951534872	1.2091755361174736	1.9187726984471773	1.1618889332434112	1.0815854725129974	2.2186970782757145	2.4660245845493693	1.8151201609315455	1.3227874713095702	1.9585945913914884	2.09486114646936	2.101005803546524	2.7295371278101914	2.860369625433675	1.6502701340296266	0.0	2.3238951326149393	2.3078524773066396	1.1345016921765056	2.2927155420125427	1.0326866783615303	1.6803320251158105	1.9136595693544798	1.3365328534648835	1.4740572061313635	1.6056545993029094	1.8950851516836027	1.8315166452533422	0.8058192273531511	2.2384352625136623	2.0881416489922753	2.3627250448100945	2.253104586855945	2.0262701178533713	1.2794079502823041	1.6548769511426131	2.1602689779839443	2.039667359554411	1.182736239771666	1.5340220615350064	2.080392038130115	1.7688459141268542	2.5385572570986485	1.1580691979248323	2.0808528414008594	0.8448041791136693	2.6129715401032065	1.1408688312318243	1.636704876889168	1.1248804539366308	1.5254891810698048	1.3066777813155095	1.3154224013907818	0.5297792234426171	1.4246604096498532	1.9250252449285297	1.919406207105555	1.5570139049334808	2.265161139548955	1.8694458246913415	1.3909302997646529	1.8171628555654527	2.261692092097369	1.8683339009974065	2.6994583194495925
S256	0.4698779035101602	0.8844220295519587	1.053147047032782	2.2774861494119314	2.0102606187952032	2.641387401832772	1.2292426498847724	1.2927371898529296	3.1946663052158053	0.8303526063049863	2.067185864997945	0.8537232457693011	1.5843027917846864	3.7698075277643213	0.34713541029655354	0.5396411667210468	1.9613987021797419	3.392793308321859	1.6398923223798028	2.3238951326149393	0.0	0.515584752320589	1.3573492247431507	3.532340756230737	1.4175960906834817	3.9644870543319937	0.9551851888701943	1.601139415818076	3.782739932821119	1.6335432863134656	0.8845534345237563	1.7550151771357607	1.5626723426651903	1.6780617184666122	0.4633377890848479	3.239527573504328	0.2625856292234634	0.5769804240328614	1.816653183808526	1.1329844755422263	0.8308305155356557	0.48080580534230033	2.751033382574717	1.1470612666865967	1.938867612047035	1.178497140877425	0.47701037670512714	1.1766499833071764	1.2613234914421003	1.71668998515973	4.8347652574414015	1.8769528040903967	1.676556177884528	1.8017745563516356	1.9042304054369268	1.7461805926723664	1.8429742911394111	2.6317507794561577	2.480029869336053	0.9751098259152684	0.6641093697189376	0.8022949373638063	0.373894321973848	1.3810120069222989	2.1031393404770022	0.8914862811420583	0.3917160267670211	0.459017646276852	1.904335461084356
S262	0.8191059015870581	0.6217593437852501	0.5833422964772961	2.2547432924837385	1.6570377834326677	2.380752078251147	0.8017988003230697	1.1992556155824228	3.0434373419699976	1.3078398165184861	2.526434208439106	1.2114127042236256	1.302968362270384	3.953429403859621	0.3195440372013215	0.21047630810208087	2.450620103339423	3.791160472115607	1.263887143427358	2.3078524773066396	0.515584752320589	0.0	1.2122618083120584	3.8242236163334264	1.2988872642793066	3.863360146623434	0.5594645755428265	1.8785935698896081	3.7759876142446123	1.2703594522026211	0.5166002425865837	1.3402825167678378	1.5048834132880735	2.12767357387105	0.9078375446946031	3.58268146453218	0.7462183344022053	1.0075269825642008	1.5262367263145198	1.4778465499256115	1.2905690026646084	0.8958003863869256	2.5063104481845984	1.452204949262081	2.354361740679011	1.5599829447865048	0.9784122344247782	1.1682467114749215	0.7938063190693516	1.8633738450422677	4.892631338586969	1.6242330066272967	1.3028520057868516	1.5535072646511547	2.2242155444615577	2.022370009314706	1.5450835477522982	2.5191483715565424	2.1659570977663103	0.5853323851766271	1.0321995172639362	0.7981335103096294	0.7842619153261321	0.9618208510626203	1.7833375749910225	0.5642790931795388	0.8907916004257336	0.6790504182899366	2.396434530316175
S372	1.1357632067703505	0.6174430523631951	0.9782425934440883	1.0759306774031852	0.9041135634027996	1.3125001519157855	0.8174259959506083	0.21999259423846154	1.8491038379234583	1.5973893627518256	2.4139027910546127	1.2091412522845728	0.4268968667476554	2.970363867382908	1.062659507253044	1.0125759699393082	2.5207744992303858	3.3262405628691365	0.7368234013530981	1.1345016921765056	1.3573492247431507	1.2122618083120584	0.0	3.0630849837146905	0.10734103856455768	2.657340214828232	0.7828199895102893	1.3226558667952677	2.589423830311616	0.690006559620885	0.7716288488142513	0.954376576814776	0.369295007133872	2.06391865428921	1.301059289034134	2.9594122183371705	1.372644270695049	1.296132182001965	0.6011888882917232	1.2621451718951424	1.5390777861495448	1.2579758536902501	1.408440283478203	1.1460323481283095	2.09247009103885	1.407856762219956	1.6981391585460874	0.3574575802611149	0.994996071191004	0.9993837811403493	3.7448117610971554	0.5885690076860282	0.7490601960609785	0.5096530478111356	1.6902100744310184	1.4195458291612086	0.6403477842204979	1.3119771967288836	1.2244301807849571	0.7915125882415369	1.1962674219317517	0.5801765399316625	1.3811897892916558	0.8287920235767569	0.9181886947060635	0.6892792274396788	1.4457085554539115	0.9637004432223985	2.4830491700290103
S392	3.120401196088908	3.4836268728156523	3.913620678946736	2.341170585510587	3.773559909120641	3.4845513567913753	3.8445416280911555	3.0037605938532845	3.0312237658086203	2.906287464352928	2.0008444954675855	2.755778937357027	3.4194039182169966	0.9192689304292339	3.5117475835957883	3.649291103854648	2.419257896499629	1.0213722400978673	3.754679618129642	2.2927155420125427	3.532340756230737	3.8242236163334264	3.0630849837146905	0.0	2.9670328573303015	2.9819807195724364	3.7051865867945692	2.00715260856084	2.2734602610851677	3.716778223504779	3.6422223144241834	3.944314950276396	2.7262847365521505	2.1532242984158607	3.093522947268197	0.5287681865603601	3.335741323337347	2.9792963886632515	3.463851378617863	2.429282742098733	2.891101071832411	3.061746362635313	3.4368864853014403	2.4202099348730814	1.819185548416199	2.387783472276457	3.4377930635967493	2.827094172367461	3.9862939077774886	2.0942313652899722	2.3719673796933476	3.3483494008749735	3.752998658774022	3.3060207349986186	1.6743511770022295	1.8425475244764908	3.5102163878616177	2.7153181926743817	3.71242145349159	3.7294019015345397	2.9474085495330127	3.1085285821726925	3.371445873849552	3.8449378965660297	3.6199043956188888	3.571249850300023	3.2280312976226586	3.1596625726408374	2.388678450275176
S295	1.172752853141831	0.7146985781656093	1.0777018401618763	0.9753494877236515	0.9489156158710658	1.2847044197534248	0.9206055845497623	0.2491284173787747	1.7789525357262104	1.6095621120248123	2.372978455900481	1.2136847734507898	0.4872102978413571	2.86525591797681	1.1327783617202152	1.0960218589300188	2.4971273640937492	3.249244515922498	0.8125888174965202	1.0326866783615303	1.4175960906834817	1.2988872642793066	0.10734103856455768	2.9670328573303015	0.0	2.5743029415889556	0.8831972164867118	1.2637698479856692	2.4912746660786187	0.7676375282107862	0.8668100414449468	1.0265919855675438	0.2625235203683169	2.028315604944175	1.3306140539993192	2.873157404916099	1.4193168904589757	1.3166804443677373	0.6323871440821468	1.2382123221640302	1.5514292081954695	1.2838822592055024	1.373117089253961	1.1179774201374255	2.042938215126809	1.3828988457519	1.7417937326976047	0.33554553285667993	1.0924083287931037	0.9150970358563393	3.641833861273398	0.6002424738222647	0.8206887806042069	0.5189790476971062	1.6238613525789258	1.3516881730935224	0.6768929776411609	1.2297771745612984	1.2245157600195022	0.8960448057985252	1.217515642064681	0.6318981174569499	1.4317639960309405	0.9198263092159139	0.9331678384733412	0.7859826609945062	1.4815056027299425	1.0066875523203258	2.4574299738585372
S384	3.6377980266957404	3.264672057394596	3.51439337057476	1.7177170980922671	2.568351525194816	1.7539304635172235	3.287915805925824	2.724757037938429	0.8851295741878654	3.895511772040396	3.964245809541712	3.490659752396253	2.6420145679455396	2.169542886600516	3.6994534859757118	3.661252932161191	4.2826700754523035	3.88212272247167	2.866900470197666	1.6803320251158105	3.9644870543319937	3.863360146623434	2.657340214828232	2.9819807195724364	2.5743029415889556	0.0	3.3792927075354418	2.9425453256943728	0.7270222971988	2.83435655793064	3.3852742907037925	2.9701389121683475	2.4024994979999907	3.8095927225703146	3.7633924662571543	3.3081598006315125	3.9173447610737298	3.705009000288618	2.4740398748558166	3.3208789138689574	3.835672895205205	3.7109800855577215	1.613302219674957	3.2041083166770887	3.583168222203653	3.4256768041411902	4.212123519395116	2.788326707576743	3.4257334273304045	2.490955468568797	1.6727510509213255	2.346587853744355	2.8359565436632646	2.3803265164517162	3.0289692971569306	2.8753146848937066	2.486958972830881	1.345399836877011	2.104752434431898	3.386870793780757	3.594190651440321	3.177003257072167	3.9236324636916167	3.1802528550479763	2.3668798815618	3.318422175526004	3.9352344852786807	3.519009534385458	4.260672346013429
S270	1.0286192837483132	0.2669150819956396	0.23062582616569563	1.856559933642748	1.0988078591297339	1.8328083863006595	0.2796769080473088	0.8304978224900479	2.5372841577301646	1.5799425598600698	2.690678040135369	1.3334189979017221	0.7623716027607333	3.706791914616742	0.6196663341242482	0.4275414088436988	2.68935774361215	3.821244406379204	0.707647581559596	1.9136595693544798	0.9551851888701943	0.5594645755428265	0.7828199895102893	3.7051865867945692	0.8831972164867118	3.3792927075354418	0.0	1.814798318812317	3.3581963961821955	0.7118704175050378	0.10280226477014484	0.8106046244513284	1.1251610829902	2.296073112623248	1.1801215079716123	3.5337435671226274	1.1100220323202357	1.2436357280410342	0.9769459180512978	1.5367214113353242	1.54090567980178	1.1469963679869628	1.9626773928185877	1.466273367636947	2.4475071770967385	1.6561828537450212	1.4115686022346678	0.8888939123731227	0.3739780054658037	1.6525980735132648	4.516809897467427	1.0904167117523926	0.7468880718493094	1.0218726590198075	2.1885288983499964	1.9452138879192107	0.9940611859779745	2.044949938098956	1.607609993042874	0.1398273376107379	1.2054844573126862	0.6514560389203107	1.1275969443986815	0.4436955779485736	1.2306866864697596	0.13826757092778513	1.2411735388324048	0.8245462875036502	2.640669764163427
S226	1.15135548680073	1.5689315352654336	2.036232178518033	1.3212014969789845	2.1962731818915913	2.3198597865471617	1.9934905248300612	1.1942379052017091	2.4022432193601837	1.0827832627002234	1.1906094908307265	0.791710960675269	1.746231861754431	2.240163395774855	1.574068708819525	1.7169656069304107	1.3998526673802194	2.0605660101407817	2.0549732898553423	1.3365328534648835	1.601139415818076	1.8785935698896081	1.3226558667952677	2.00715260856084	1.2637698479856692	2.9425453256943728	1.814798318812317	0.0	2.546769511796609	2.00724441951831	1.7545199716620976	2.26614126910353	1.1302531788735017	0.9823772430200653	1.1801574820878882	1.7639298502823066	1.404552631684916	1.075270673338464	1.882914685437462	0.5031243868882254	1.0332912660627163	1.1778135278328956	2.347159716656854	0.45587509861230596	0.8247208848961872	0.5585798780982505	1.570878608263	1.0168006877861544	2.151133214738632	0.502858573771757	3.437533861553466	1.795392536792941	2.069606159100821	1.7477000814315573	0.38839172633994046	0.16974925339284522	1.9169407239242207	1.8434089466891006	2.3857311122125586	1.8172681605860206	0.9803618286400351	1.1703877989377496	1.4099047687413209	2.0653145197492284	2.164132328074451	1.6774883796126598	1.3417713833468226	1.2142280719090126	1.3926111465894557
S347	3.4131095878174853	3.2048397541376206	3.5231242117579664	1.5300277322346252	2.748113764176244	2.035461918272118	3.326098781896124	2.6270781020541913	1.202562271682956	3.576173117310914	3.4452675929614633	3.2009289588225394	2.688971143235648	1.4431120940502857	3.562470531872145	3.5678237700773408	3.797398133298954	3.2053392808730794	2.970396889751845	1.4740572061313635	3.782739932821119	3.7759876142446123	2.589423830311616	2.2734602610851677	2.4912746660786187	0.7270222971988	3.3581963961821955	2.546769511796609	0.0	2.9338016747624924	3.345013735858515	3.1081023827964622	2.2712119916230744	3.340965132104589	3.5101978480882097	2.630165673913082	3.69602444505219	3.4341701513711484	2.571777626841229	2.978627608336218	3.5226310965836696	3.4585566220270834	1.9144321916599583	2.875597625521698	3.0787843793362146	3.0594742597147295	3.9616781953930684	2.627440656549388	3.4739136025613013	2.1594557661481057	1.2243158790752375	2.4336345168689935	2.9458036242706385	2.4451813009010275	2.552044305061123	2.447850150240224	2.5977536150796787	1.374725909606189	2.379690823725462	3.3715329026114786	3.3342836842767705	3.02965093117294	3.7100927540717326	3.240861103081769	2.5408668405611965	3.272068290735111	3.6843948723532205	3.3245825246305234	3.7732820740347575
S307	1.582012622320228	0.7646730796017775	0.7629355883382499	1.5458992518710923	0.3870746510576294	1.1700193180764222	0.4998323751649485	0.8268881294348903	1.96289794578861	2.116484401167259	3.069721048098202	1.7751095297709205	0.298476193423198	3.542038145574338	1.2937237291308545	1.1297567914252609	3.139011914378035	4.014519636360373	0.10331551163513902	1.6056545993029094	1.6335432863134656	1.2703594522026211	0.690006559620885	3.716778223504779	0.7676375282107862	2.83435655793064	0.7118704175050378	2.00724441951831	2.9338016747624924	0.0	0.7741264399741764	0.3274196408339703	0.992197970249301	2.7020064328764186	1.7560674605682793	3.6395478429293178	1.7424696226660896	1.7889641988194003	0.3648096915885267	1.8970292479496176	2.0625958492134764	1.716770764948094	1.3090092311039634	1.7920041079741404	2.7647282886240707	2.039488651774679	2.0628562187760617	1.0179043741696514	0.638147843475835	1.6783998649865823	4.13917470443004	0.5236480274076973	0.12215881452272494	0.49244437681224745	2.3789926525993867	2.1087960825566667	0.3555039170103715	1.5626608143745018	0.9092604345671607	0.7083595797387757	1.70582835641049	1.0494644412166934	1.742203619384846	0.41774882744442526	0.5743630207120826	0.7445369315299508	1.8584583700951747	1.3837904702632258	3.1009462922419413
S382	0.9594416902083678	0.2542573154351518	0.2830292426421649	1.8399399913471335	1.1596026091880525	1.8690209837433058	0.3709505388371821	0.8195362179798199	2.5532669490654034	1.505921074166921	2.6122179182974596	1.2666105830608319	0.794209200497748	3.6608420132397965	0.54219076278429	0.35988388443622954	2.614245480260107	3.746242091672132	0.7665326210280267	1.8950851516836027	0.8845534345237563	0.5166002425865837	0.7716288488142513	3.6422223144241834	0.8668100414449468	3.3852742907037925	0.10280226477014484	1.7545199716620976	3.345013735858515	0.7741264399741764	0.0	0.8709714210628259	1.0973982126976085	2.2112210894297073	1.1013854480118321	3.4655802374864417	1.0389659438659833	1.1638310019286031	1.0147636046349517	1.465144659294306	1.4703099096842969	1.0604227488466957	1.9971869181415387	1.3972186427520539	2.3724724710915144	1.5801276670153812	1.342821868024624	0.8406278125053339	0.4382135972528153	1.605223320950009	4.493287603751763	1.126308768001798	0.803755945874625	1.0481534297529072	2.123574534341575	1.8835097805650274	1.0396970698052197	2.0474810184575176	1.6550590348729988	0.2215187891085295	1.1385920477450544	0.5946113659056429	1.07023401021682	0.5007404306386182	1.2686340937877605	0.10038309799636341	1.162682003023199	0.7437043419395444	2.5588111593613485
S238	1.7756196574204568	0.9501631840413838	0.7707726884686521	1.7773287416472565	0.49168251558367054	1.2713324039076532	0.5701976152205049	1.115532441640302	2.109329223349584	2.315818634642379	3.296467712236582	2.0041672327808877	0.5683411794779958	3.759134548205706	1.4108709114751263	1.223553811655396	3.364817258761375	4.246621024043327	0.23609821117661078	1.8315166452533422	1.7550151771357607	1.3402825167678378	0.954376576814776	3.944314950276396	1.0265919855675438	2.9701389121683475	0.8106046244513284	2.26614126910353	3.1081023827964622	0.3274196408339703	0.8709714210628259	0.0	1.2333382567144913	2.9058142935136075	1.9306156830208514	3.876322284655364	1.8999816626430932	1.9726269743800087	0.5818954087617014	2.1301273541674903	2.2711247373695245	1.8772295008937967	1.4220951286710972	2.0299709264811927	3.0008503402845155	2.2633077472291516	2.2111662937786494	1.254750973940755	0.5826073443474858	1.9388461214063628	4.310810125723547	0.77823598843808	0.2256261438886429	0.7273408465082434	2.6313359521885435	2.3628642710603174	0.5942011518679121	1.7458187321641594	0.9644283367632275	0.8410076313937139	1.9203111435385156	1.2691091109150336	1.920277636036492	0.3806193632183165	0.6076487760056786	0.8785738378748508	2.014737746627794	1.555804350007255	3.30870915556741
S292	1.2727360430622092	0.9511747300760709	1.3182983481803376	0.7548091927622933	1.1156354848552927	1.2825027138409122	1.1743005712109162	0.43632655555224237	1.6519080367773913	1.642047574863745	2.2666454749579605	1.239368644075712	0.6971106462493829	2.609440119442387	1.3043383114140794	1.2972496952691135	2.433388582660237	3.0512863066050295	1.0312239688025742	0.8058192273531511	1.5626723426651903	1.5048834132880735	0.369295007133872	2.7262847365521505	0.2625235203683169	2.4024994979999907	1.1251610829902	1.1302531788735017	2.2712119916230744	0.992197970249301	1.0973982126976085	1.2333382567144913	0.0	1.935954263208574	1.4080896512620986	2.655018325908743	1.5344752481365744	1.3736668003234405	0.7879631634630224	1.1924751494641925	1.5862612695489038	1.3528650634042287	1.3497747415163168	1.0662879015280302	1.9185402017898456	1.329538744773026	1.8451453603920898	0.3907709656725583	1.3331021739053597	0.7218532660143304	3.4029616603074593	0.7257074969010207	1.0325447077033625	0.6460116243942022	1.4632224581739826	1.191420953414949	0.8408029298234574	1.0735532999568516	1.2901995946521954	1.1470849059682673	1.2815648646777489	0.7864685693806593	1.5575228575596693	1.1538496242600533	1.0374320493645162	1.0203007861438145	1.5698762157771755	1.1231886836418818	2.3870995481046475
S228	1.3717414718220768	2.0957011508072685	2.479572004294459	2.2325560863999363	2.966656517297445	3.2004013342155724	2.5423378801427545	1.9589254001046539	3.3199820038141388	0.9355296331063906	0.4705887413127692	1.0647334855860504	2.4787165221357617	2.7073037929748085	1.8220223536978077	2.028447892113235	0.6634423113347178	1.7606775244114499	2.727939334734168	2.2384352625136623	1.6780617184666122	2.12767357387105	2.06391865428921	2.1532242984158607	2.028315604944175	3.8095927225703146	2.296073112623248	0.9823772430200653	3.340965132104589	2.7020064328764186	2.2112210894297073	2.9058142935136075	1.935954263208574	0.0	1.2383003502152594	1.7428930833386043	1.4535920688395902	1.1340477882176476	2.65585008527102	0.8483778015529927	0.9696744396491049	1.2325380083522262	3.2452420368444774	0.9525202536231366	0.4463624338497309	0.6923168546792651	1.4256370917640475	1.7084542636687523	2.639583438523567	1.4338416214361303	4.072449874117212	2.619617771055357	2.748691412814632	2.5433547902866316	0.8585561805003581	0.9870583521540055	2.702147375215771	2.748515497346821	3.2247251654185143	2.323398510361166	1.2028891248503406	1.7041631549635305	1.5160099062490004	2.624853776756494	2.929448487540096	2.1663875677744544	1.298851434651204	1.4978244751426926	0.502084182013596
S277	0.22011275668245503	1.0179936889379821	1.3393845629963121	2.04843869873639	2.1008856999173195	2.6122881978218504	1.4510125302297283	1.2005128796508773	3.04829219941598	0.4205270467812511	1.6217962951738931	0.4325362532649086	1.6297663918551835	3.375947428441099	0.6236613707037719	0.8409628007814156	1.551110028000016	2.9352476404469257	1.7761297029266956	2.0881416489922753	0.4633377890848479	0.9078375446946031	1.301059289034134	3.093522947268197	1.3306140539993192	3.7633924662571543	1.1801215079716123	1.1801574820878882	3.5101978480882097	1.7560674605682793	1.1013854480118321	1.9306156830208514	1.4080896512620986	1.2383003502152594	0.0	2.7853315879098717	0.24480842978311004	0.11566161804723134	1.8539053725893282	0.6897937245962377	0.4140954120131507	0.15051934745557327	2.702769210579883	0.7270419540643521	1.477150832427348	0.7200869330896229	0.4562463951639549	1.025316288169083	1.5306050979908763	1.3789381819971571	4.509418016749989	1.8736268662560627	1.8082964611895593	1.7992239766098839	1.4578532660548265	1.322368238581723	1.885683866643353	2.4665825472086906	2.5106586267211073	1.1958870527774739	0.27937827311693664	0.7400477188028239	0.355299225202267	1.5859657219596062	2.1578195400410753	1.0728274032539022	0.17824823356527733	0.3760598112752652	1.4967032441928054
S388	2.8328155262261534	3.3042871408922383	3.745020582183812	2.399568238298055	3.746428113340128	3.5715245990947304	3.7024192655244392	2.875884882162197	3.230711200149908	2.546795848277636	1.5261128324361732	2.454237321676548	3.3492410174747427	1.3887245401928368	3.2651290557543033	3.424545567662285	1.9336966109063751	0.576710753322938	3.67932576468398	2.3627250448100945	3.239527573504328	3.58268146453218	2.9594122183371705	0.5287681865603601	2.873157404916099	3.3081598006315125	3.5337435671226274	1.7639298502823066	2.630165673913082	3.6395478429293178	3.4655802374864417	3.876322284655364	2.655018325908743	1.7428930833386043	2.7853315879098717	0.0	3.024519732860784	2.6696744814348983	3.4272285078009843	2.134853173822947	2.538342618267876	2.7666505098491347	3.541642828351613	2.150495756326898	1.4004329335015917	2.069694438058188	3.0868591832121446	2.683775342955394	3.8430355929817233	1.9727162382003158	2.864797541063446	3.3190719268158153	3.6835755932135004	3.272560246276272	1.3897648260637208	1.611681308967282	3.471869558742218	2.8410398924050746	3.7613279698797495	3.5538916674837346	2.6466016478079752	2.9085195899790373	3.0561263409021104	3.729540058673761	3.624437127222339	3.39632480650621	2.9053498223660483	2.905639342313303	1.9140935032267434
S265	0.2967411991099628	0.9813022631976975	1.2440187340024815	2.208963838603962	2.1045879572723116	2.680834991281113	1.3831394206363077	1.2764829947271983	3.1731427688676193	0.5742817848266139	1.8242117455029314	0.6305915032299501	1.6560939963237788	3.608068796474587	0.5179229210226916	0.7303333830840739	1.7118831171586808	3.165682349101636	1.7599382929264138	2.253104586855945	0.2625856292234634	0.7462183344022053	1.372644270695049	3.335741323337347	1.4193168904589757	3.9173447610737298	1.1100220323202357	1.404552631684916	3.69602444505219	1.7424696226660896	1.0389659438659833	1.8999816626430932	1.5344752481365744	1.4535920688395902	0.24480842978311004	3.024519732860784	0.0	0.358427891584073	1.8862739810215412	0.9209694835114528	0.5703404866625126	0.3305517779001052	2.7796148847393694	0.9525614056927264	1.7011475010073185	0.9568598163252956	0.32833658727411474	1.1440029577474786	1.447720636826644	1.5794448780276034	4.71926626237579	1.9202626106969607	1.7954037854875218	1.8507317835893073	1.691994667609858	1.552493145308255	1.911598770839307	2.601037431614772	2.54986513178738	1.1172733095541172	0.443394973345588	0.7940904101597056	0.19610532135895392	1.5384829302897471	2.190337373414474	1.0234589010088095	0.17871870661640657	0.4242151221289655	1.6682144241735213
