	S375	S366	S249	S258	S335	S391	S271	S302	S324	S372	S383	S276	S384	S357	S347	S307	S238	S376	S236	S216	S333	S338	S386	S350	S390	S291	S340	S269	S381	S325	S244	S315	S332	S290	S234
S291	2.0506090856569195	0.23136966490118246	0.7035142262552371	0.352229365626698	2.0502410175087	2.903967611621427	0.11225507823256217	1.57477203823053	0.3961782613904569	0.7221980488841331	2.4648721364566604	1.2378636070718445	2.8486058472705786	1.0056196146503136	3.8893034796430057	0.2753261425112012	0.3101410225784749	1.5250551777267378	0.5080964294331174	1.3963197545968755	0.6131298784427182	0.47625962226364305	4.571832899995118	1.7415912509444988	3.7078158187775236	0.0	0.30732619811757333	0.3749684317231394	1.3900849769257233	0.46945584161118054	0.39733604678062356	0.2885861243006261	0.3702222650406367	0.10662489693317184	1.4784423326546057
S340	2.155857012359317	0.4756373215379111	0.5927977061324466	0.21541252464940217	2.181322689565645	2.81302108429423	0.38306254710055043	1.4649380160606464	0.14025825812496803	0.6071649748904698	2.3012523383000705	0.9403592619589362	2.9363601725415993	0.7279016490297249	4.054284976545619	0.16317734962907987	0.22811662124034127	1.4379485413875681	0.7131932056804628	1.5725557426502612	0.4366233991633887	0.3525545998130158	4.287527091329896	1.876627734096634	3.499194533709789	0.30732619811757333	0.0	0.45645453543301734	1.2856706249863765	0.6124756667471362	0.22758789231790294	0.2669568176326842	0.1395061368100092	0.21253109155119956	1.4037817618655903
S269	1.7468058196183	0.3009547757580214	0.40683531425176905	0.6001429284856113	1.7548319385762015	2.580796337478307	0.3123422017190384	1.2469996250119713	0.44327692118674855	0.44452350035405913	2.1621290015501193	1.2407879568913196	2.5414468982383003	0.8940197118654142	3.6437203608391986	0.3071663704731969	0.6120395924739825	1.1863959415319243	0.3225620743262101	1.1383742214039378	0.41682388929387476	0.7754067631786817	4.413908738776887	1.4472978627442357	3.4452513248300765	0.3749684317231394	0.45645453543301734	0.0	1.063035552307883	0.17577116905303805	0.6474768003328781	0.6138632059605064	0.41532943196438304	0.36130260022617977	1.1394466075053906
S381	1.3904560997286115	1.363357576076529	0.72450075655978	1.4844024012306851	1.5115872452613592	1.5539887853991776	1.3405097210447217	0.18488719409807416	1.212549374308123	0.6823071000678692	1.1171587415993849	1.4493452945882048	2.0066639491157026	0.9776541723354791	3.362040247033712	1.197686304354949	1.4966169345408997	0.16721059836469243	1.1831089750565293	1.3067220168395652	0.8608973881927436	1.6212580409221058	3.6688391784887373	1.3046492926164963	2.4419822872696555	1.3900849769257233	1.2856706249863765	1.063035552307883	0.0	1.0670413289742724	1.4999885984475698	1.5427115124434028	1.1590780230408397	1.3249951320629572	0.17617861156252126
S325	1.6038938053402083	0.35219672693206777	0.5031430898692785	0.7507976004646512	1.6022854931301964	2.5430945586363745	0.3745855135647218	1.247728284148153	0.614982489957049	0.5248546981113473	2.1818296243413653	1.4104440887847474	2.4050228398620814	1.0432061211425534	3.4792751832869655	0.47361196813642903	0.741309307616133	1.1728122955203388	0.165990399784592	0.9698926552317559	0.5553044630447262	0.9126327977476861	4.520644556338083	1.2931520520108517	3.4856341305576155	0.46945584161118054	0.6124756667471362	0.17577116905303805	1.0670413289742724	0.0	0.7987057505225758	0.7409479609267956	0.5674307385353167	0.480344159272039	1.1172644731700303
S244	2.371504273837762	0.5754585464823445	0.8023878381688461	0.06953036782104338	2.3892702292208363	3.0289595560520453	0.5042252009336495	1.6769590120217714	0.29743585793775174	0.8262889460633415	2.491405521474712	0.9274414510995617	3.1568710179036286	0.8349698423470271	4.253658144666155	0.3537504800855092	0.16721671921493053	1.6545388822523022	0.8809746078871193	1.7617117054995832	0.6415751590900473	0.1710563462618427	4.363081616966955	2.0823844079146747	3.6614430149327384	0.39733604678062356	0.22758789231790294	0.6474768003328781	1.4999885984475698	0.7987057505225758	0.0	0.16543941051871072	0.35936929921005417	0.34578261230953394	1.6235505447024643
S315	2.318662317700266	0.48870977078402594	0.8441218965304078	0.1547723941839581	2.327606589583924	3.0648298690580518	0.39919951396178166	1.723761385112446	0.3783204220920174	0.8612314875991756	2.5669222881328615	1.089954246440498	3.1100962027568704	0.9650192286259318	4.167598105358632	0.36714533522885845	0.09291772173883027	1.6914291773664485	0.7952087812028482	1.6822311881215963	0.7004400200285787	0.19494414715671196	4.503798841596961	2.019818160049186	3.758150035530732	0.2885861243006261	0.2669568176326842	0.6138632059605064	1.5427115124434028	0.7409479609267956	0.16543941051871072	0.0	0.393798156341998	0.26804200616388885	1.6531711551372579
S332	2.0562362942085413	0.5177591209046022	0.4888722118893234	0.3540130040815964	2.092147258485487	2.67843206645138	0.4127605129031365	1.3378405270095897	0.17191332607052762	0.48517703572695325	2.175037397613971	0.9357517972475836	2.8281416791116074	0.6585340360691554	3.9682552966985627	0.18164028609271982	0.3400861630070684	1.3123678862888815	0.681482572838847	1.5062360451417025	0.3270559405727821	0.46736801458934757	4.205953641826164	1.7910415302622498	3.3780731183860992	0.3702222650406367	0.1395061368100092	0.41532943196438304	1.1590780230408397	0.5674307385353167	0.35936929921005417	0.393798156341998	0.0	0.2653126000162758	1.2775212392370903
S290	2.0513113782884655	0.30536490571729374	0.6376088417667782	0.3098464541118663	2.061950082264196	2.841713480943929	0.17574670893658859	1.508870514609763	0.31081600244503993	0.6493114826536225	2.3859307711901736	1.150450045459243	2.8432787991232527	0.9095943406759244	3.912332530767063	0.20006860663851614	0.2615873263899435	1.4655404434595098	0.5446611975158177	1.425215631567021	0.5285678142587249	0.43477862915091847	4.46997682895751	1.7545264619702214	3.617072859196395	0.10662489693317184	0.21253109155119956	0.36130260022617977	1.3249951320629572	0.480344159272039	0.34578261230953394	0.26804200616388885	0.2653126000162758	0.0	1.42148480421458
S234	1.2288537434672573	1.4358544298427278	0.8399464163349633	1.6044212982432653	1.3577588359366017	1.4503732923878883	1.4180543837542385	0.19555630361205156	1.3377465930543566	0.7975256189920272	1.1103408365431533	1.6220767835645888	1.8314913592742628	1.1474769383790586	3.1928978816571068	1.3071470304842414	1.6095039774911752	0.08253130480841896	1.2157303147423217	1.2148359595034126	0.9897249427262892	1.743903229493847	3.7590658182230876	1.1686184845186063	2.451605852363828	1.4784423326546057	1.4037817618655903	1.1394466075053906	0.17617861156252126	1.1172644731700303	1.6235505447024643	1.6531711551372579	1.2775212392370903	1.42148480421458	0.0
