	S223	S267	S343	S353	S225	S328	S389	S346	S330	S363	S382	S220	S215	S260	S368	S348	S211	S210	S206	S217	S351
S382	1.236532772184307	1.4492895264689314	0.36950063671808875	0.7956025561774445	4.2986624686622905	0.9021376081853382	4.437251741444287	1.5058623160700415	1.2460617020379847	0.5322524786384546	0.0	2.209055984261178	0.9477301018430095	1.9961273766809717	0.22954086423341838	2.3628485027764334	0.6312522554984584	1.526590939833687	2.4483871545910523	1.4689125820891744	0.44540482732140185
S220	0.9914818234498519	0.9544578267277042	2.0496445601159126	1.8914968625885447	2.2433580610292916	1.3971711674587481	3.609685326440134	0.7762333853037013	1.1457108479772171	1.867356738329713	2.209055984261178	0.0	1.5454780899873142	0.3652949865712442	2.114121520394364	0.4034830607129464	2.002897920071086	1.5615500379191036	1.711128406132226	1.6963808607119357	1.9787453615777533
S215	0.7539963136284684	0.6143893987087361	1.045781906792397	0.35653673220205817	3.4309385815561813	0.8332751304670801	4.534790744843627	0.9354756422547177	0.40395075791252893	0.49793428455644256	0.9477301018430095	1.5454780899873142	0.0	1.250627639443866	0.8408856866928821	1.5758877472593305	1.1935487585221503	0.6091456890936885	1.5124111572507193	1.68430429822793	0.864841387507103
S260	0.79942117617972	0.6424973780822659	1.8786981103157259	1.589607577814951	2.3526611570164206	1.2411071526477457	3.891584459367185	0.5722029600373847	0.8480889138246801	1.6001269960056672	1.9961273766809717	0.3652949865712442	1.250627639443866	0.0	1.8818106956568832	0.4181594883454522	1.8596941850332707	1.223010327682207	1.4124799808974544	1.712553089133383	1.7569924410386728
S368	1.1285383743473478	1.3370329331275466	0.40309119379839037	0.6788200211017654	4.190668309262372	0.811306548844512	4.432399837139111	1.380140710165858	1.136084060797458	0.36560089171997007	0.22954086423341838	2.114121520394364	0.8408856866928821	1.8818106956568832	0.0	2.2622089762103488	0.6142176524724331	1.4155952093686626	2.3209675037702975	1.4442075833729329	0.26073564200851673
S348	1.1930658019628737	0.9657834805134466	2.259211000275656	1.9208369221453516	1.9630988477638625	1.6324849998116469	3.978827912039172	0.9846797916453731	1.1779399894890128	1.9715171968921334	2.3628485027764334	0.4034830607129464	1.5758877472593305	0.4181594883454522	2.2622089762103488	0.0	2.250284266299048	1.4349679574455878	1.3968014901069474	2.0535744460883523	2.1545589816789152
S211	1.064130291613081	1.4734347097595772	0.27067580298933086	1.1866361598707709	4.2093615544554615	0.618882611946053	3.85143909824307	1.3058166669065887	1.322716027344796	0.8320850688005744	0.6312522554984584	2.002897920071086	1.1935487585221503	1.8596941850332707	0.6142176524724331	2.250284266299048	0.0	1.7945261375744528	2.647525157339407	0.8822322004245354	0.47647628694980226
S210	1.1235745690897079	0.6850923861853434	1.653879447735618	0.7759922139469508	3.071829452056253	1.3670182072181085	4.910307691101514	1.172690287453766	0.6264588549728748	1.0589435231491033	1.526590939833687	1.5615500379191036	0.6091456890936885	1.223010327682207	1.4155952093686626	1.4349679574455878	1.7945261375744528	0.0	0.9305592168264859	2.2001206944709883	1.4430283878025907
S206	1.7763735084844081	1.2724371382572455	2.5436393823048222	1.6889951284601095	2.426269544147124	2.137217787301303	5.30323136571878	1.682125950153791	1.3631239563856514	1.9565084784556541	2.4483871545910523	1.711128406132226	1.5124111572507193	1.4124799808974544	2.3209675037702975	1.3968014901069474	2.647525157339407	0.9305592168264859	0.0	2.8936416832531346	2.3115593208726355
S217	1.1201092317834138	1.6359215036093944	1.1074705847085178	1.8359358732587623	3.9198831597336716	0.8556487335385813	2.9894222892742124	1.2412307097131945	1.5913516298973167	1.525252751121378	1.4689125820891744	1.6963808607119357	1.68430429822793	1.712553089133383	1.4442075833729329	2.0535744460883523	0.8822322004245354	2.2001206944709883	2.8936416832531346	0.0	1.2569086104022613
S351	0.9886156919727351	1.26694327510463	0.37922129764824447	0.7749982057053281	4.090013582434473	0.642643078371705	4.243069302531219	1.2229844486645458	1.0862745727977356	0.4142601712844795	0.44540482732140185	1.9787453615777533	0.864841387507103	1.7569924410386728	0.26073564200851673	2.1545589816789152	0.47647628694980226	1.4430283878025907	2.3115593208726355	1.2569086104022613	0.0
